id	uri	name_translit	name_arabic	alias_names	birth_year	death_year	floruit_years	description
42529	https://ismi.mpiwg-berlin.mpg.de/person/42529	al-Ḥasan ibn Muḥammad ibn al-Ḥusayn Niẓām al-Dīn al-Aʿraj al-Nīsābūrī	الحسن بن محمد بن الحسين نظام الدين الأعرج النيسابوري	النیشاپوبی, الحسن ابن محمد ابن الحسين نظام الدين الأعرج النيسابوري, Niẓām al-Dīn al-Aʿraj, Niẓām al-Aʿraj, Nīšāpūrī, Nīsābūrī, Niẓām al-Dīn al-Aʿraj		1329		TEXT[152130] was_created_by, TEXT[46786] was_created_by, TEXT[310973] was_created_by, TEXT[134903] was_created_by, TEXT[63144] was_created_by, TEXT[118926] was_created_by, TEXT[149543] was_created_by, TEXT[101258] was_created_by, TEXT[101627] was_created_by, TEXT[47337] was_created_by, PLACE[174469] lived_in, PLACE[85301] lived_in, PLACE[85301] was_born_in
42680	https://ismi.mpiwg-berlin.mpg.de/person/42680	Aḥmad ibn ʿUmar al-Šāḏilī	أحمد بن عمر الشاذلي		1300			TEXT[42617] was_created_by, PLACE[173189] lived_in
42698	https://ismi.mpiwg-berlin.mpg.de/person/42698	ʿAlāʾ al-Dīn ʿAlī Šāh ibn Muḥammad ibn Qāsim al-Ḫwārazmī al-Buḫārī	علاء الدين علي شاه بن محمد بن قاسم الخوارزمي البخاري	علي شاه بن محمد بن قاسم معروف بعلاء المنجم البخاري, علي شاه بن محمد بن قاسم الخوارزمي, ʿAlā al-Munajjim al-Bukhārī	1226	1300		PLACE[87068] lived_in, TEXT[141163] was_created_by, TEXT[145562] was_created_by, PERSON[30722] was_student_of, TEXT[101875] was_created_by, TEXT[96244] was_created_by, TEXT[128383] was_created_by, TEXT[86877] was_created_by
42852	https://ismi.mpiwg-berlin.mpg.de/person/42852	Burhān al-Dīn Abū al-ʿAbbās Ibrāhīm ibn Ḫalīd al-Jaʿbarī	برهان الدين أبو العبّاس إبراهيم بن خليد الجعبري	Ibrāhīm al-Jaʿbarī	1242	1333		TEXT[122415] was_created_by
42958	https://ismi.mpiwg-berlin.mpg.de/person/42958	Šams al-Dīn Abū ʿAbd Allāh Muḥammad ibn Ibrāhīm al-Anṣārī al-Ṣūfī al-Dimašqī	شمس الدين أبو عبد الله محمد بن إبراهيم الأنصاري الصوفي الدمشقي	محمد بن ابي طالب الأنصاري الصوفي الدمشقي, Shams al-Dīn Muḥammad ibn Abī Ṭālib al-Dimashqī, Muḥammad al-Dimashqī	1256	1337		PLACE[85658] lived_in, TEXT[138136] was_created_by
42963	https://ismi.mpiwg-berlin.mpg.de/person/42963	Muḥammad ibn Abī ʿAbd Allāh Sanjar al-Kāmilī	محمد بن أبي عبد الله سنجر الكاملي	سيف منجّم بايزدوي, Sayf al-Munajjim, Muḥammad al-Kāmilī			1200	TEXT[79219] was_created_by, TEXT[100854] was_created_by, PLACE[87675] lived_in
43059	https://ismi.mpiwg-berlin.mpg.de/person/43059	Šaraf al-Dīn ʿAlī ibn Hamīd al-Bursawī	شرف الدين علي بن حميد البرسوي	Sharaf al-Dīn al-Bursawī		1239		PLACE[85627] lived_in, TEXT[110090] was_created_by, TEXT[68563] was_created_by
43195	https://ismi.mpiwg-berlin.mpg.de/person/43195	Jalāl al-Dīn Abū ʿAmr ʿUṯmān ibn al-Ḥājib	جلال الدين أبو عمرى عثمان بن الحاجب	ʿUthmān ibn al-Ḥājib		1248		TEXT[117384] was_created_by
43236	https://ismi.mpiwg-berlin.mpg.de/person/43236	Abū al-ʿAbbās ibn Isḥāq al-Tamīmī al-Tūnisī	أبو العبّاس بن إسحاق التميمي التونسي	Ibn Isḥāq			1193	TEXT[98361] was_created_by, PLACE[93622] lived_in
43385	https://ismi.mpiwg-berlin.mpg.de/person/43385	Jamāl al-Dīn Abū al-Ḥasan ʿAlī ibn Yūsuf ibn Ibrāhīm al-Šaybānī al-Qifṭī	جمال الدين أبو الحسن علي بن يوسف بن ابراهيم الشيباني القفطي	ʿAlī ibn Yūsuf Abū al-Ḥasan al- Qifṭī, Ibn al-Qifṭī	1172	1248		TEXT[145817] was_created_by, PLACE[87387] lived_in, PLACE[85226] lived_in, PLACE[319018] lived_in, PLACE[319018] was_born_in, PLACE[85486] lived_in, PLACE[85486] died_in
43521	https://ismi.mpiwg-berlin.mpg.de/person/43521	Abū al-Fatḥ Kamāl al-Dīn Mūsỳ ibn Yūnis ibn Muḥammad ibn Manʿaẗ al-Šāfiʿī	أبو الفتح كمال الدين موسى بن يونس بن محمد بن منعة الشافعي	Kamāl al-Dīn ibn Yūnus	1156	1242		PERSON[44752] was_student_of, TEXT[61642] was_created_by, TEXT[105308] was_created_by, TEXT[71495] was_created_by, TEXT[58058] was_created_by, TEXT[99365] was_created_by, PERSON[44253] was_student_of, TEXT[116035] was_created_by, PERSON[47316] was_student_of, PLACE[167760] lived_in, PLACE[85483] lived_in, PLACE[85483] died_in, PLACE[85483] was_born_in
43565	https://ismi.mpiwg-berlin.mpg.de/person/43565	Sadīd al-Dīn Abū al-Ṯanāʾ Maḥmūd ibn ʿUmar ibn Muḥammad al-Šaybānī	سديد الدين أبو الثناء محمود بن عمر بن محمد الشيباني	Ibn Raqīqah	1169	1238		PERSON[46669] was_student_of, TEXT[89322] was_created_by, PLACE[311328] lived_in, PLACE[85658] lived_in
43626	https://ismi.mpiwg-berlin.mpg.de/person/43626	Abū ʿAbd Allāh Muḥammad ibn al-Ṣaffār	أبو عبد الله محمد بن الصفّار	Muḥammad ibn al-Ṣaffār		1241		TEXT[74132] was_created_by, PLACE[85178] lived_in
43834	https://ismi.mpiwg-berlin.mpg.de/person/43834	Muḥammad ibn Abī Bakr ibn ʿAlī Hamāyl al-Nasafī	محمد بن أبي بكر بن علي هميل النسفي	Muḥammad al-Nasafī			1100	PLACE[428715] lived_in, TEXT[154501] was_created_by
43966	https://ismi.mpiwg-berlin.mpg.de/person/43966	Muḥammad ibn al-Ḥusayn ibn Muḥammad ibn al-Ḥusayn	محمد بن الحسين بن محمد بن الحسين	Muḥammad ibn al-Ḥusayn		1230		TEXT[50322] was_created_by
44069	https://ismi.mpiwg-berlin.mpg.de/person/44069	Abū ʿAbd Allāh Muḥammad ibn ʿAbd Allāh ibn ʿĪsỳ ibn Nuʿmān al-Bakrī	أبو عبد الله محمد بن عبد الله بن عيسى بن نعمان البكري	Muḥammad al-Bakrī	1156	1234		PLACE[142599] lived_in
44222	https://ismi.mpiwg-berlin.mpg.de/person/44222	al-Ḥasan ibn Muḥammad ibn Jaʿfar ibn ʿAbd al-Karīm	الحسن بن محمد بن جعفر بن عبد الكريم	Ibn al-Ṭarrāḥ		1233		PLACE[174694] lived_in, PLACE[173298] lived_in, PLACE[173189] lived_in
44253	https://ismi.mpiwg-berlin.mpg.de/person/44253	Muwaffaq al-Dīn Abū Muḥammad ʿAbd al-Laṭīf ibn Yūsuf ibn Muḥammad al-Baġdādī al-Mawṣilī	موفّق الدين أبو محمد عبد اللطيف بن يوسف بن محمد البغدادي الموصلي	ʿAbd al-Laṭīf  ibn Yūsuf	1162	1213		TEXT[114255] was_created_by, PERSON[43521] was_student_of, PLACE[85483] lived_in, PLACE[87387] lived_in, PLACE[87114] lived_in, PLACE[85658] lived_in, PLACE[85226] lived_in, PLACE[85486] lived_in, PLACE[167760] lived_in, PLACE[167760] was_born_in, TEXT[143281] was_created_by, TEXT[51640] was_created_by, TEXT[156646] was_created_by
44378	https://ismi.mpiwg-berlin.mpg.de/person/44378	Hābīl ibn ʿUmar	 هابيل بن عمر					WITNESS[44290] was_copied_by
44436	https://ismi.mpiwg-berlin.mpg.de/person/44436	"Muḥammad ibn Abī Bakr al-Fārisī 	"	محمد بن أبي بكر الفارسي	بدر الدين محمد بن أبي بكر الفارسي, Fārisī, Badr al-Dīn Muḥammad ibn Abī Bakr al-Fārisī, Abū ʿAbd Allāh Muḥ. b. Abī Bakr b. Muḥ. b. Abī Bakr b. Ḥasan b. ʿAlī al- Fārisī		1279		TEXT[108128] was_created_by, TEXT[50756] was_created_by, TEXT[73547] was_created_by, TEXT[137255] was_created_by, TEXT[127466] was_created_by, PLACE[178900] lived_in, PLACE[93084] lived_in, PLACE[85243] lived_in, PLACE[85243] was_born_in, TEXT[121022] was_created_by, TEXT[148735] was_created_by, TEXT[98686] was_created_by, TEXT[275758] was_created_by
44503	https://ismi.mpiwg-berlin.mpg.de/person/44503	Muhaḏḏab al-Dīn Abū Muḥammad ʿAbd al-Raḥīm ibn ʿAlī ibn Ḥāmid al-Daḫwār	مهذّب الدين أبو محمد عبد الرحيم بن علي بن حامد الدخوار	Ibn ʿAlī ibn Ḥāmid al-Daḫwār, Dakhwār	1170	1230		PLACE[85658] lived_in, PLACE[85658] was_born_in
44590	https://ismi.mpiwg-berlin.mpg.de/person/44590	Šaraf al-Dīn Abū al-Faḍl Ḥubayš ibn Ibrāhīm ibn Muḥammad al-Tiflīsī	شرف الدين أبو الفضل حبيش بن إبراهيم بن محمد التفليسي	Kamāl al-Dīn Abū al-Faḍl Ḥubaysh ibn Ibrāhīm ibn Muḥammad al-Tiflīsī, Ḥubaysh al-Tiflīsī	1100	1230		TEXT[104228] was_created_by, PLACE[25277] lived_in, PLACE[87301] lived_in, TEXT[142782] was_created_by, TEXT[48541] was_created_by, TEXT[139835] was_created_by, TEXT[117574] was_created_by, TEXT[92712] was_created_by, TEXT[85675] was_created_by
44596	https://ismi.mpiwg-berlin.mpg.de/person/44596	Muḥammad ibn Aḥmad al-Sāwī	محمّد بن أحمد الساوي					WITNESS[190462] was_copied_by
44752	https://ismi.mpiwg-berlin.mpg.de/person/44752	Theodore Metochites		Theodorus von Antiochia, Theodore [Theodoros, Theoleptos], Metochites [Metoxites]	1260	1332		PLACE[141246] lived_in, PLACE[167760] lived_in, PLACE[462175] lived_in, PLACE[85210] lived_in, PLACE[85210] died_in, PLACE[447733] was_born_in, PERSON[43521] was_student_of, TEXT[490461] was_created_by
44868	https://ismi.mpiwg-berlin.mpg.de/person/44868	Abū ʿAbd Allāh Muḥammad ibn ʿAlī ibn al-Zubayr ibn Aḥmad al-Quḍāʿī al-Murbīṭarī	أبو عبد الله محمد بن علي بن الزبير بن أحمد القضاعي المربيطري	Muḥammad al-Quḍāʿī	1149	1230		PLACE[142599] lived_in, PLACE[142599] died_in
44927	https://ismi.mpiwg-berlin.mpg.de/person/44927	Muḥammad ʿAbdalḥaqq ibn Faḍlalḥaqq al-Ḥaydarābādī (al-Khayrābādī?)		Muḥammad ʿAbdalḥaqq ibn Faḍlalḥaqq al-Ḥaydarābādī 				TEXT[118692] was_created_by
45264	https://ismi.mpiwg-berlin.mpg.de/person/45264	Aṯīr al-Dīn Mufaḍḍal ibn ʿUmar al-Abharī	أثير الدين مفضّل بن عمر الأبهري	امين الدين الأبهري, أثير الدين الأبهري, Ebherī, Esīr al-din al-Mufaddal, Athīr al-Dīn al-Munajjim, Abharī, Athīr al-Dīn Mufaḍḍal ibn ʿUmar, Abharī		1265		TEXT[54447] was_created_by, TEXT[145161] was_created_by, TEXT[137340] was_created_by, TEXT[145124] was_created_by, TEXT[47439] was_created_by, TEXT[181260] was_created_by, PERSON[49903] was_student_of, TEXT[145156] was_created_by, TEXT[145168] was_created_by, TEXT[87276] was_created_by, TEXT[159994] was_created_by, TEXT[124978] was_created_by, TEXT[77626] was_created_by, TEXT[145151] was_created_by, TEXT[478551] was_created_by, TEXT[146103] was_created_by, TEXT[145117] was_created_by, TEXT[137225] was_created_by, TEXT[114270] was_created_by, TEXT[136990] was_created_by, TEXT[69283] was_created_by, PLACE[174469] lived_in, PLACE[85483] lived_in, PLACE[85483] was_born_in, TEXT[133232] was_created_by
45388	https://ismi.mpiwg-berlin.mpg.de/person/45388	Muḥammad ibn ʿAbd al-Karīm al-Dājī al-Ġaznawī	محمد بن عبد الكريم الداجي الغزنوي	Muḥammad al-Dājī al-Ghaznawī				TEXT[135444] was_created_by, PLACE[153829] lived_in
45530	https://ismi.mpiwg-berlin.mpg.de/person/45530	Ḥusām al-Dīn ʿAlī ibn Faḍl Allāh al-Sālār al-Šaʾmī	حسام الدين علي بن فضل الله السالار الشعمي	Sālār, Ḥusām al-Dīn al-Sālār		1262		TEXT[62667] was_created_by, TEXT[137424] was_created_by, TEXT[100504] was_created_by, TEXT[88189] was_created_by, TEXT[50170] was_created_by, TEXT[156065] was_created_by, TEXT[127414] was_created_by, TEXT[465533] was_created_by
45772	https://ismi.mpiwg-berlin.mpg.de/person/45772	Šaraf al-Dīn Abū ʿAlī al-Ḥasan ibn ʿAlī ibn ʿUmar al-Marrākušī	شرف الدين أبو علي الحسن بن علي بن عمر المرّاكشي	"الحکيم شرف الدين الحسن بن علي المغربي, Marrākushī, Sharaf al-Dīn, Marrākushī, Abū ʿAlī  Ḥasan b. ʿAlī, Abū al-Ḥasan ʿAlī b. ʿUmar 
b. ʿAlī, Abū ʿAlī"		1262		PLACE[85226] lived_in, PLACE[85226] died_in, TEXT[121092] was_created_by, TEXT[47106] was_created_by, TEXT[96125] was_created_by, TEXT[62852] was_created_by, TEXT[63973] was_created_by
45844	https://ismi.mpiwg-berlin.mpg.de/person/45844	Abū Zakariyyāʾ Najm al-Dīn Yaḥyỳ ibn Muḥammad ibn ʿAbdān ibn ʿAbd al-Wāḥid al-Dimašqī	أبو زكريّاء نجم الدين يحيى بن محمد بن عبدان بن عبد الواحد الدمشقي	Najm al-Dīn al-Lubūdī, Ibn al-Lubūdī al-Dimashqī		1271		TEXT[104464] was_created_by, TEXT[134867] was_created_by, TEXT[179814] was_created_by, TEXT[148870] was_created_by, TEXT[85951] was_created_by, TEXT[85167] was_created_by, TEXT[150569] was_created_by, TEXT[154743] was_created_by, TEXT[66057] was_created_by, PLACE[173189] lived_in, PLACE[85658] lived_in, PLACE[85486] lived_in, PLACE[85486] was_born_in
45876	https://ismi.mpiwg-berlin.mpg.de/person/45876	ʿIzz al-Dīn al-Ḍarīr al-Ḥasan ibn Muḥammad ibn Aḥmad ibn Najā al-Ḍarīr	عزّ الدين الضرير الحسن بن محمد بن أحمد بن نجا الضرير	Ḥasan al-Ḍarīr	1190	1260		PLACE[437015] lived_in, PLACE[85658] lived_in, PLACE[85658] died_in
45964	https://ismi.mpiwg-berlin.mpg.de/person/45964	Abū ʿAbd Allāh Muḥammad ibn ʿAbd Allāh ibn Abī Bakr ibn al-Abbār al-Quḍāʿī	أبو عبد الله محمد بن عبد الله بن أبي بكر بن الأبّار القضاعي	Muḥammad ibn al-Abbār	1199	1260		TEXT[103347] was_created_by, TEXT[127655] was_created_by, PLACE[142599] lived_in, PLACE[142599] was_born_in
46102	https://ismi.mpiwg-berlin.mpg.de/person/46102	ʿIzz al-Dīn Abū al-Faḍāʾil ʿAbd al-Wahhāb ibn Ibrāhīm ibn ʿAbd al-Wahhāb ibn Abū al-Maʿālī al-Ḫazrajī al-Zanjānī	عزّ الدين أبو الفضائل عبد الوهّاب بن إبراهيم بن عبد الوهّاب بن أبو المعالي الخزرجي الزنجاني	ʿIzz al-Dīn al-Zanjānī, ʿIzz al-Dīn al-Ḥaramī ʿAbd al-Wahhāb ibn Ibrāhīm al-Zanjānī, ʿIzz al-Batūl			1200	TEXT[116334] was_created_by, PLACE[167760] lived_in, TEXT[147192] was_created_by, TEXT[103290] was_created_by, TEXT[110274] was_created_by, TEXT[111110] was_created_by, TEXT[103454] was_created_by, TEXT[78169] was_created_by, TEXT[93749] was_created_by
46222	https://ismi.mpiwg-berlin.mpg.de/person/46222	Muḥammad ibn Wusudī Yaḥmīd	محمد بن وسدي يحميد	Muḥammad ibn Wusudī 			1200	TEXT[102169] was_created_by
46302	https://ismi.mpiwg-berlin.mpg.de/person/46302	Abū ʿAbd Allāh Muḥammad ibn ʿUmar ibn Badr al-Balansī	أبو عبد الله محمد بن عمر بن بدر البلنسي	Muḥammad al-Balansī, Abenbeder			1200	TEXT[102288] was_created_by, PLACE[140114] lived_in, PLACE[142599] lived_in, PLACE[142599] was_born_in
46450	https://ismi.mpiwg-berlin.mpg.de/person/46450	Šihāb al-Dīn Abū al-ʿAbbās Aḥmad ibn Yūsuf al-Tīfāšī al-ʿAnasī	شهاب الدين أبو العبّاس أحمد بن يوسف التيفاشي العنسي	Aḥmad al-Tīfāshī	1184	1253		PLACE[85226] lived_in, PLACE[85226] died_in, PLACE[173275] lived_in, PLACE[173275] was_born_in, TEXT[478535] was_created_by
46522	https://ismi.mpiwg-berlin.mpg.de/person/46522	Al-Ḥasan ibn al-Aṯīrī 	الحسن بن الأثيري	الحسن بن الاتيري, الحسن بن الأثيري, Al-Ḥasan ibn al-Aṯīrī 				TEXT[46306] was_created_by
46563	https://ismi.mpiwg-berlin.mpg.de/person/46563	Ibn Fallūs: Šams al-Dīn Abū al-Ṭāhir Ismāʿīl ibn Ibrāhīm ibn Ġāzī al-Māridīnī	ابن فلّوس: شمس الدين أبو الطاهر إسماعيل بن إبراهيم بن غازي المارديني	شمس الدين ابي الطاهر اسمعيل بن ابراهيم ابن غازى بن على الحنفى المارديني, شمس الدين ابي الطاهر اسمعيل بن ابراهيم ابن غازى بن على الحنفى المارديني , اسماعيل المارديني, Shams al-Dīn al-Mārdīnī, Ibn Fallūs	1194	1252		TEXT[64014] was_created_by, TEXT[56757] was_created_by, TEXT[89223] was_created_by, TEXT[102267] was_created_by, PLACE[127632] lived_in, PLACE[312831] lived_in, PLACE[312831] was_born_in, TEXT[108027] was_created_by
46669	https://ismi.mpiwg-berlin.mpg.de/person/46669	ʿAlam al-Dīn Qayṣar ibn Abī al-Qāsim ibn ʿAbd al-Qāsim ibn ʿAbd al-Ġanī ibn Musāfir al-Taʿāsīf al-Ḥanafī	علم الدين قيصر بن أبي القاسم بن عبد القاسم بن عبد الغني بن مسافر التعاسيف الحنفي	ʿAbd al-Ghanī ibn Musāfir Taʿāsīf, Taʿāsif	1160	1251		PLACE[174694] lived_in, PLACE[85483] lived_in, PERSON[43565] was_student_of, PLACE[85658] lived_in, PLACE[85658] died_in, PLACE[173189] lived_in, PLACE[173189] was_born_in, TEXT[51801] was_created_by, PERSON[30468] was_student_of
46776	https://ismi.mpiwg-berlin.mpg.de/person/46776	Ṣadr al-Dīn Abū al-Ḥasan ʿAlī ibn Naṣīr al-Dīn al-Ṭūsī	صدر الدين أبو الحسن علي بن ناصر الدين الطوسي	Ṣadr al-Dīn Ṭūsī			1250	TEXT[85074] was_created_by
46880	https://ismi.mpiwg-berlin.mpg.de/person/46880	Aṣīl al-Dīn Ḥasan ibn Naṣīr al-Dīn al-Ṭūsī	أصيل الدين حسن بن ناصر الدين الطوسي	Aṣīl al-Dīn al-Ṭūsī			1250	TEXT[482949] was_dedicated_to, TEXT[482845] was_dedicated_to
47149	https://ismi.mpiwg-berlin.mpg.de/person/47149	Abū ʿAbd Allāh Muḥammad ibn Mufaḍḍal al-Abharī	أبو عبد الله محمد بن مفضّل الأبهري	Muḥammad ibn al-Abharī		1272		TEXT[131317] was_created_by
47205	https://ismi.mpiwg-berlin.mpg.de/person/47205	Muḥy al-Dīn Muḥammad ibn Ibrāhīm Ḫaṭībzāde al-Rūmī		Khatibzade al-Rumi 		1495		TEXT[150299] was_created_by, PLACE[174510] lived_in, TEXT[118680] was_created_by, TEXT[128127] was_created_by, TEXT[119612] was_created_by
47280	https://ismi.mpiwg-berlin.mpg.de/person/47280	Aḥmad ibn Sayyid Aḥmad Buhdānī		Buhdānī				TEXT[165181] was_created_by
47316	https://ismi.mpiwg-berlin.mpg.de/person/47316	Abū Jaʿfar Naṣīr al-Dīn Muḥammad ibn Muḥammad ibn al-Ḥasan al-Ṭūsī	أبو جعفر نصير الدين محمد بن محمد بن الحسن الطوسي	نصير الدين الطوسي, خواجه نصير الملة والدين الطوسي, النصير الطوسي, نصير الدين محمد بن محمد بن الحسن بن ابي بكر الطوسي, نصير الدين طوسى, Ṭūsī, Naṣīr al-Dīn al-Ṭūsī, Naṣīr al-Dīn, Khwāja	1201	1274		TEXT[139329] was_created_by, TEXT[90316] was_created_by, TEXT[138631] was_created_by, TEXT[56994] was_created_by, TEXT[106774] was_created_by, TEXT[132116] was_created_by, TEXT[136478] was_created_by, TEXT[154844] was_created_by, TEXT[149630] was_created_by, TEXT[131754] was_created_by, TEXT[78247] was_created_by, TEXT[143918] was_created_by, TEXT[131882] was_created_by, TEXT[105019] was_created_by, TEXT[122294] was_created_by, TEXT[65069] was_created_by, TEXT[133558] was_created_by, TEXT[105116] was_created_by, TEXT[121123] was_created_by, TEXT[56229] was_created_by, TEXT[2909] was_created_by, TEXT[150782] was_created_by, TEXT[75947] was_created_by, TEXT[106097] was_created_by, TEXT[96942] was_created_by, TEXT[116503] was_created_by, TEXT[148027] was_created_by, TEXT[52598] was_created_by, TEXT[60974] was_created_by, TEXT[125662] was_created_by, TEXT[154475] was_created_by, TEXT[73974] was_created_by, TEXT[103607] was_created_by, TEXT[122359] was_created_by, TEXT[86255] was_created_by, TEXT[144916] was_created_by, TEXT[97103] was_created_by, TEXT[140192] was_created_by, TEXT[88519] was_created_by, TEXT[501058] was_created_by, TEXT[51659] was_created_by, TEXT[102116] was_created_by, TEXT[143990] was_created_by, TEXT[111639] was_created_by, TEXT[48196] was_created_by, TEXT[51842] was_created_by, TEXT[146458] was_created_by, TEXT[146300] was_created_by, TEXT[83067] was_created_by, TEXT[146460] was_created_by, TEXT[155429] was_created_by, TEXT[105515] was_created_by, TEXT[115154] was_created_by, TEXT[122530] was_created_by, TEXT[126503] was_created_by, TEXT[152853] was_created_by, TEXT[77379] was_created_by, TEXT[134503] was_created_by, TEXT[67851] was_created_by, TEXT[61881] was_created_by, TEXT[160399] was_created_by, TEXT[147108] was_created_by, TEXT[1999] was_created_by, TEXT[151224] was_created_by, TEXT[153012] was_created_by, TEXT[88010] was_created_by, TEXT[102093] was_created_by, TEXT[113535] was_created_by, TEXT[67889] was_created_by, TEXT[120693] was_created_by, TEXT[75447] was_created_by, TEXT[76554] was_created_by, TEXT[138315] was_created_by, TEXT[94345] was_created_by, TEXT[69566] was_created_by, TEXT[141184] was_created_by, TEXT[118873] was_created_by, TEXT[130488] was_created_by, TEXT[24099] was_created_by, TEXT[480848] was_created_by, TEXT[147806] was_created_by, TEXT[115301] was_created_by, TEXT[48698] was_created_by, TEXT[167008] was_created_by, TEXT[128190] was_created_by, TEXT[167570] was_created_by, TEXT[111824] was_created_by, TEXT[166362] was_created_by, TEXT[76936] was_created_by, TEXT[111969] was_created_by, PLACE[168047] lived_in, PLACE[167982] lived_in, PLACE[85483] lived_in, PLACE[173298] lived_in, PLACE[174469] lived_in, PLACE[168025] lived_in, PLACE[85545] lived_in, PLACE[167760] lived_in, PLACE[167760] died_in, PERSON[40635] was_student_of, PERSON[39684] was_student_of, PERSON[43521] was_student_of, PLACE[85545] was_born_in
47454	https://ismi.mpiwg-berlin.mpg.de/person/47454	Muḥammad ʿAbd al-Ḥayy al-Lakhnawī al-Farangī-Maḥallī 		ʿAbdalḥayy al-Laknawī, Muḥammad ʿAbd al-Ḥayy al-Laknawī		1886		TEXT[91478] was_created_by, TEXT[128245] was_created_by, TEXT[94930] was_created_by, TEXT[109095] was_created_by
48430	https://ismi.mpiwg-berlin.mpg.de/person/48430	Faḫr al-Dīn Abū al-Layṯ Muḥammad ibn ʿAbd al-Malik ibn Abī al-Ḥāriṯ ibn Ṣumaym al-Marāġī	فخر الدين أبو الليث محمد بن عبد الملك بن أبي الحارث بن سميم المراغي	Fakhr al-Dīn al-Marāghī	1188	1268		PLACE[85354] lived_in
48604	https://ismi.mpiwg-berlin.mpg.de/person/48604	Muwaffaq al-Dīn Abū al-ʿAbbās Aḥmad ibn al-Qāsim ibn Abī Uṣaybiʿaẗ al-Saʿdī al-Ḫazrajī	موفّق الدين أبو العبّاس أحمد بن القاسم بن أبي أصيبعة السعدي الخزرجي	Aḥmad ibn Abī Uṣaybiʿah	1194	1270		TEXT[155556] was_created_by, PLACE[85226] lived_in, PLACE[85658] lived_in, PLACE[85658] died_in, PLACE[85658] was_born_in, PERSON[49458] was_student_of
48631	https://ismi.mpiwg-berlin.mpg.de/person/48631	Qāḍī al-Humāmiyya: Abū al-ʿAbbās Jamāl al-Dīn Aḥmad ibn Ṯābit	قاضي الهمامية: أبو العبّاس جمال الدين أحمد بن ثابت	Qāḍī al-Humāmīya, Jamāl al-Dīn Aḥmad ibn Ṯābit, Aḥmad ibn Thābit		1272		TEXT[96181] was_created_by, PLACE[173189] lived_in, TEXT[303728] was_created_by
48707	https://ismi.mpiwg-berlin.mpg.de/person/48707	Šaraf al-Dīn al-Ḥusayn ibn al-Ḥasan al-Samarqandī	شرف الدين الحسين بن الحسن السمرقندي	Sharaf al-Dīn al-Samarqandī			1200	PLACE[362860] lived_in, TEXT[152874] was_created_by
48884	https://ismi.mpiwg-berlin.mpg.de/person/48884	Muʾayyad al-Millaẗ wa-al-Dīn  al-ʿUrḍī al-ʿĀmirī al-Dimašqī	مؤيّد الملّة والدين العرضي العامري الدمشقي	Urḍī, Muʾayyad ibn Barmak al-ʿUrḍī al-Dimashqī, Muʾayyad ibn Barīk [Burayk] al-ʿUrḍī al-ʿĀmirī al-Dimashqī, Muʾayyad al-Dīn al-ʿUrḍī	1150	1260		WITNESS[83499] was_copied_by, TEXT[424820] was_created_by, TEXT[60251] was_created_by, PERSON[40635] was_student_of, PLACE[85354] lived_in, PLACE[174469] lived_in, PLACE[85658] lived_in, PLACE[85486] lived_in, TEXT[106137] was_created_by, TEXT[48831] was_created_by
49026	https://ismi.mpiwg-berlin.mpg.de/person/49026	Kasīrīzāde: Muḥammad Amīn ibn Muḥammad al-Üsküdārī	محمد أمين بن محمد الأسكداري	Muḥammad Amīn ibn al-Šayḫ Muḥammad al-Uskudārī al-Ḥanafī al-Mudarris, Kasīrīzāde,  Muḥammed Amīn b. al-Shaykh Muḥammad al-Uskudārī	1669	1738	1669	TEXT[165930] was_created_by, TEXT[376706] was_created_by
49035	https://ismi.mpiwg-berlin.mpg.de/person/49035	Šihāb al-Dīn Aḥmad ibn Idrīs ibn ʿAlī ibn ʿAbd Allāh ibn Yallīn al-Qarafī al-Sanhājī al-Bahnasī	شهاب الدين أحمد بن إدريس بن علي بن عبد الله بن يلّين القرفي السنهاجي البهنسي	Aḥmad al-Qarafī		1285		PLACE[85226] lived_in, TEXT[122758] was_created_by
49123	https://ismi.mpiwg-berlin.mpg.de/person/49123	Muḥammad Muzammil ibn Fidāʾ Muḥammad Yūsufzāʾī	محمد مزمل بن فداء محمد يوسفزائي	Muḥammad Muzammil ibn Fidāʾ Muḥammad Yūsufzāʾī				TEXT[100659] was_created_by
49133	https://ismi.mpiwg-berlin.mpg.de/person/49133	Taqī al-Dīn Manṣūr ibn Fallāḥ al-Yamanī	تقي الدين منصور بن فلّاح اليمني	Manṣūr al-Yamanī			1200	PLACE[178900] lived_in, TEXT[85502] was_created_by
49243	https://ismi.mpiwg-berlin.mpg.de/person/49243	Abū al-Baqāʾ Ṣāliḥ ibn ʿAlī ibn Šarīf ibn Yazīd ibn Muḥammad al-Rundī	أبو البقاء صالح بن علي بن شريف بن يزيد بن محمد الرندي	Ṣāliḥ al-Rundī, Abū al-Tayyīb Ṣāliḥ  ibn ʿAlī ibn Sharīf ibn Yazīd ibn Muḥammad al-Rundī	1204	1285		TEXT[68771] was_created_by
