id	title	variants	types	aat_types	title_source	title_uri	parent_name	parent_id	start	attestation_year	description
85226	Cairo		city	300008389	http://ismi.mpiwg-berlin.mpg.de/place/85226	http://ismi.mpiwg-berlin.mpg.de/place/85226	Egypt	#173189	0800	2006	"[""PERSON[499355] lived_in"", ""PERSON[32892] lived_in"", ""PERSON[76587] lived_in"", ""PERSON[35493] lived_in"", ""PERSON[39022] lived_in"", ""PERSON[24600] lived_in"", ""PERSON[489122] lived_in"", ""PERSON[37553] lived_in"", ""PERSON[10515] lived_in"", ""PERSON[49035] lived_in"", ""PERSON[46450] lived_in"", ""PERSON[9476] lived_in"", ""PERSON[21049] lived_in"", ""PERSON[45772] lived_in"", ""PERSON[49337] lived_in"", ""PERSON[40635] lived_in"", ""PERSON[455890] lived_in"", ""PERSON[336460] lived_in"", ""PERSON[44253] lived_in"", ""PERSON[48604] lived_in"", ""PERSON[55492] lived_in"", ""PERSON[22203] lived_in"", ""PERSON[6876] lived_in"", ""PERSON[37640] lived_in"", ""PERSON[43385] lived_in"", ""PERSON[66822] lived_in"", ""PERSON[485157] lived_in"", ""PERSON[856] lived_in"", ""PERSON[73521] lived_in"", ""PERSON[532444] lived_in"", ""PERSON[199108] lived_in"", ""PERSON[96225] lived_in"", ""PERSON[37660] lived_in"", ""PERSON[73328] lived_in"", ""PERSON[68631] lived_in"", ""PERSON[485001] lived_in"", ""PERSON[456381] lived_in"", ""PERSON[26460] lived_in"", ""PERSON[29142] lived_in"", ""PERSON[74095] lived_in"", ""PERSON[27411] lived_in"", ""PERSON[1645] lived_in"", ""PERSON[319987] lived_in"", ""PERSON[3284] lived_in"", ""PERSON[430057] lived_in"", ""PERSON[32704] lived_in"", ""PERSON[95658] lived_in"", ""PERSON[96038] lived_in"", ""PERSON[30998] lived_in"", ""PERSON[100957] lived_in"", ""PERSON[97470] lived_in"", ""PERSON[35456] lived_in"", ""PERSON[68546] lived_in"", ""PERSON[52057] lived_in"", ""PERSON[2988] lived_in"", ""PERSON[8207] lived_in"", ""PERSON[52848] lived_in"", ""PERSON[52949] lived_in"", ""PERSON[3226] lived_in"", ""PERSON[5277] lived_in"", ""PERSON[35493] died_in"", ""PERSON[318680] died_in"", ""PERSON[46450] died_in"", ""PERSON[21049] died_in"", ""PERSON[45772] died_in"", ""PERSON[21589] died_in"", ""PERSON[55492] died_in"", ""PERSON[19818] died_in"", ""PERSON[488124] died_in"", ""PERSON[856] died_in"", ""PERSON[456381] died_in"", ""PERSON[30998] died_in"", ""PERSON[100957] died_in"", ""PERSON[68546] died_in"", ""PERSON[3226] died_in"", ""PLACE[22073] is_part_of"", ""PLACE[438040] is_part_of"", ""PLACE[2066] is_part_of"", ""REPOSITORY[481409] is_in"", ""REPOSITORY[22057] is_in"", ""REPOSITORY[177984] is_in"", ""REPOSITORY[482956] is_in"", ""REPOSITORY[167188] is_in"", ""REPOSITORY[89730] is_in"", ""REPOSITORY[311050] is_in"", ""PERSON[9476] was_born_in"", ""PERSON[6876] was_born_in"", ""PERSON[19818] was_born_in"", ""PERSON[856] was_born_in"", ""PERSON[30998] was_born_in"", ""PERSON[2988] was_born_in"", ""PERSON[3226] was_born_in"", ""TEXT[493890] was_created_in"", ""TEXT[64014] was_created_in"", ""TEXT[485118] was_created_in"", ""TEXT[108027] was_created_in"", ""TEXT[531094] was_created_in"", ""WITNESS[68695] was_copied_in"", ""WITNESS[68023] was_copied_in"", ""WITNESS[68834] was_copied_in"", ""WITNESS[70873] was_copied_in"", ""WITNESS[73487] was_copied_in""]"
85243	Aden		city	300008389	http://ismi.mpiwg-berlin.mpg.de/place/85243	http://ismi.mpiwg-berlin.mpg.de/place/85243			0800	2006	"[""PERSON[44436] lived_in"", ""PERSON[44436] was_born_in"", ""PERSON[544244] was_born_in""]"
85246	Edirne		city	300008389	http://ismi.mpiwg-berlin.mpg.de/place/85246	http://ismi.mpiwg-berlin.mpg.de/place/85246	Turkey	#174510	0800	2006	"[""PERSON[502464] lived_in"", ""PERSON[33130] died_in"", ""PERSON[3863] lived_in"", ""PERSON[4031] lived_in"", ""REPOSITORY[44218] is_in"", ""WITNESS[172307] was_copied_in"", ""WITNESS[175783] was_copied_in"", ""WITNESS[521146] was_copied_in"", ""PERSON[313442] lived_in"", ""PERSON[313442] was_born_in"", ""PERSON[455] lived_in"", ""PERSON[18075] was_born_in"", ""PERSON[23358] lived_in"", ""PERSON[23358] died_in"", ""PERSON[28526] lived_in"", ""TEXT[29724] was_created_in"", ""WITNESS[34374] was_copied_in"", ""PERSON[314068] lived_in"", ""REPOSITORY[147863] is_in"", ""PERSON[29637] lived_in""]"
85301	Nīshābūr		city	300008389	http://ismi.mpiwg-berlin.mpg.de/place/85301	http://ismi.mpiwg-berlin.mpg.de/place/85301			0800	2006	"[""PERSON[36400] lived_in"", ""PERSON[36400] was_born_in"", ""WITNESS[100247] was_copied_in"", ""PERSON[102125] lived_in"", ""PERSON[56849] lived_in"", ""PERSON[101790] lived_in"", ""PERSON[101790] died_in"", ""PERSON[203955] was_born_in"", ""PERSON[64456] lived_in"", ""PERSON[64456] died_in"", ""PERSON[64456] was_born_in"", ""PERSON[42529] lived_in"", ""PERSON[42529] was_born_in"", ""PERSON[63956] lived_in"", ""PERSON[74997] lived_in"", ""PERSON[305045] was_born_in"", ""PERSON[60778] lived_in"", ""PERSON[184899] lived_in"", ""PERSON[99840] lived_in"", ""PERSON[99840] was_born_in"", ""PERSON[77981] lived_in"", ""PERSON[56290] lived_in"", ""PERSON[56290] was_born_in""]"
85304	Gīlān	Gīlān (Iran)	city	300008389	http://ismi.mpiwg-berlin.mpg.de/place/85304	http://ismi.mpiwg-berlin.mpg.de/place/85304			0800	2006	"[""PERSON[186240] lived_in"", ""PERSON[186240] was_born_in"", ""PERSON[76792] lived_in"", ""PERSON[76792] was_born_in"", ""PERSON[78877] lived_in"", ""PERSON[78877] was_born_in""]"
85336	Marrakech	Marrakech (Morocco)	city	300008389	http://ismi.mpiwg-berlin.mpg.de/place/85336	http://ismi.mpiwg-berlin.mpg.de/place/85336			0800	2006	"[""PERSON[25066] lived_in"", ""PERSON[25066] died_in"", ""PERSON[7627] lived_in"", ""PERSON[7627] died_in"", ""PERSON[7627] was_born_in"", ""PERSON[27255] lived_in"", ""PERSON[27255] died_in"", ""PERSON[544511] lived_in""]"
85354	Marāgha		city	300008389	http://ismi.mpiwg-berlin.mpg.de/place/85354	http://ismi.mpiwg-berlin.mpg.de/place/85354			0800	2006	"[""PERSON[50309] lived_in"", ""PERSON[48884] lived_in"", ""PERSON[37929] lived_in"", ""PERSON[40046] lived_in"", ""PERSON[50316] lived_in"", ""PERSON[482777] lived_in"", ""PERSON[39502] lived_in"", ""PERSON[48430] lived_in"", ""PERSON[49757] lived_in"", ""PERSON[38032] lived_in"", ""TEXT[167570] was_created_in"", ""PERSON[24831] lived_in"", ""PERSON[25718] lived_in""]"
85367	Gurganj		city	300008389	http://ismi.mpiwg-berlin.mpg.de/place/85367	http://ismi.mpiwg-berlin.mpg.de/place/85367			0800	2006	"[""TEXT[466481] was_created_in"", ""TEXT[351304] was_created_in"", ""PERSON[1645] lived_in"", ""PERSON[70924] lived_in"", ""PERSON[183227] lived_in"", ""PERSON[53566] lived_in"", ""PERSON[466456] lived_in""]"
85370	Jurjān		city	300008389	http://ismi.mpiwg-berlin.mpg.de/place/85370	http://ismi.mpiwg-berlin.mpg.de/place/85370			0800	2006	"[""TEXT[463568] was_created_in"", ""WITNESS[498628] was_copied_in"", ""TEXT[25635] was_created_in"", ""PERSON[1645] lived_in"", ""PERSON[51928] lived_in"", ""PERSON[51928] was_born_in"", ""TEXT[464853] was_created_in""]"
85376	Malatya		city	300008389	http://ismi.mpiwg-berlin.mpg.de/place/85376	http://ismi.mpiwg-berlin.mpg.de/place/85376	Turkey	#174510	0800	2006	"[""PERSON[11160] lived_in"", ""PERSON[40635] lived_in"", ""PERSON[38032] lived_in"", ""PERSON[38032] was_born_in"", ""PERSON[29771] lived_in""]"
85483	Mosul		city	300008389	http://ismi.mpiwg-berlin.mpg.de/place/85483	http://ismi.mpiwg-berlin.mpg.de/place/85483	Iraq	#173298	0800	2006	"[""PERSON[24619] lived_in"", ""PERSON[59648] lived_in"", ""PERSON[59648] was_born_in"", ""PERSON[46669] lived_in"", ""REPOSITORY[197058] is_in"", ""PERSON[6995] lived_in"", ""REPOSITORY[111378] is_in"", ""PERSON[199377] lived_in"", ""PERSON[199377] was_born_in"", ""PERSON[49337] lived_in"", ""REPOSITORY[173127] is_in"", ""REPOSITORY[18845] is_in"", ""PERSON[44253] lived_in"", ""REPOSITORY[160405] is_in"", ""REPOSITORY[35151] is_in"", ""WITNESS[178270] was_copied_in"", ""REPOSITORY[89929] is_in"", ""PERSON[70537] lived_in"", ""REPOSITORY[80018] is_in"", ""REPOSITORY[89034] is_in"", ""REPOSITORY[442474] is_in"", ""PERSON[25958] lived_in"", ""PERSON[38032] lived_in"", ""REPOSITORY[205953] is_in"", ""PERSON[45264] lived_in"", ""PERSON[45264] was_born_in"", ""PERSON[185878] lived_in"", ""PERSON[47316] lived_in"", ""REPOSITORY[89984] is_in"", ""PERSON[43521] lived_in"", ""PERSON[43521] died_in"", ""PERSON[43521] was_born_in"", ""REPOSITORY[131493] is_in"", ""REPOSITORY[109455] is_in""]"
85486	Aleppo		city	300008389	http://ismi.mpiwg-berlin.mpg.de/place/85486	http://ismi.mpiwg-berlin.mpg.de/place/85486	Syria	#174694	0800	2006	"[""PERSON[10768] lived_in"", ""PERSON[140814] lived_in"", ""PERSON[353185] lived_in"", ""PERSON[448389] lived_in"", ""PERSON[24600] lived_in"", ""PERSON[6995] lived_in"", ""PERSON[14116] lived_in"", ""PERSON[449387] lived_in"", ""PERSON[49337] lived_in"", ""PERSON[30468] lived_in"", ""PERSON[48884] lived_in"", ""PERSON[44253] lived_in"", ""PERSON[13385] lived_in"", ""PERSON[38246] lived_in"", ""PERSON[27033] lived_in"", ""PERSON[43385] lived_in"", ""PERSON[14248] lived_in"", ""PERSON[21770] lived_in"", ""PERSON[37660] lived_in"", ""PERSON[104105] lived_in"", ""PERSON[62466] lived_in"", ""PERSON[15089] lived_in"", ""PERSON[183200] lived_in"", ""PERSON[31233] lived_in"", ""PERSON[45844] lived_in"", ""PERSON[25718] lived_in"", ""PERSON[43385] died_in"", ""PERSON[104105] died_in"", ""PERSON[31233] died_in"", ""PLACE[24358] is_part_of"", ""REPOSITORY[89093] is_in"", ""REPOSITORY[397857] is_in"", ""REPOSITORY[205821] is_in"", ""REPOSITORY[89522] is_in"", ""REPOSITORY[179096] is_in"", ""REPOSITORY[88166] is_in"", ""REPOSITORY[88568] is_in"", ""REPOSITORY[88105] is_in"", ""REPOSITORY[167103] is_in"", ""PERSON[321302] was_born_in"", ""PERSON[303674] was_born_in"", ""PERSON[14248] was_born_in"", ""PERSON[37660] was_born_in"", ""PERSON[18930] was_born_in"", ""PERSON[45844] was_born_in"", ""TEXT[319143] was_created_in"", ""WITNESS[299414] was_copied_in"", ""WITNESS[180082] was_copied_in"", ""WITNESS[36872] was_copied_in"", ""WITNESS[528398] was_copied_in"", ""WITNESS[172814] was_copied_in"", ""STUDY_EVENT[506541] was_studied_in""]"
85534	Sartakht		city	300008389	http://ismi.mpiwg-berlin.mpg.de/place/85534	http://ismi.mpiwg-berlin.mpg.de/place/85534			0800	2006	"[""TEXT[128190] was_created_in""]"
85537	Sīwās	Sīwās (NE Turkey)	city	300008389	http://ismi.mpiwg-berlin.mpg.de/place/85537	http://ismi.mpiwg-berlin.mpg.de/place/85537			0800	2006	"[""WITNESS[328686] was_copied_in"", ""PERSON[4031] lived_in"", ""WITNESS[443401] was_copied_in"", ""WITNESS[25453] was_copied_in"", ""PERSON[40635] lived_in"", ""TEXT[94213] was_created_in""]"
85545	Ṭūs		city	300008389	http://ismi.mpiwg-berlin.mpg.de/place/85545	http://ismi.mpiwg-berlin.mpg.de/place/85545			0800	2006	"[""PERSON[30014] lived_in"", ""PERSON[30014] was_born_in"", ""PERSON[27331] lived_in"", ""PERSON[27501] lived_in"", ""PERSON[532444] lived_in"", ""PERSON[103749] lived_in"", ""PERSON[103749] was_born_in"", ""PERSON[47316] lived_in"", ""PERSON[47316] was_born_in"", ""PERSON[64916] lived_in"", ""PERSON[64916] died_in"", ""PERSON[64916] was_born_in""]"
85558	Marāgha	Marāgha; Baghdad*	city	300008389	http://ismi.mpiwg-berlin.mpg.de/place/85558	http://ismi.mpiwg-berlin.mpg.de/place/85558			0800	2006	"[""TEXT[16101] was_created_in""]"
85589	Adrianopel		city	300008389	http://ismi.mpiwg-berlin.mpg.de/place/85589	http://ismi.mpiwg-berlin.mpg.de/place/85589			0800	2006	"[""WITNESS[129299] was_copied_in""]"
85621	Ankara	Ankara (Enguriye)	city	300008389	http://ismi.mpiwg-berlin.mpg.de/place/85621	http://ismi.mpiwg-berlin.mpg.de/place/85621			0800	2006	"[""WITNESS[45226] was_copied_in"", ""WITNESS[18549] was_copied_in""]"
85627	Bursa		city	300008389	http://ismi.mpiwg-berlin.mpg.de/place/85627	http://ismi.mpiwg-berlin.mpg.de/place/85627	Turkey	#174510	0800	2006	"[""PERSON[209245] lived_in"", ""PERSON[209245] was_born_in"", ""PERSON[13305] lived_in"", ""PERSON[13305] was_born_in"", ""TEXT[314084] was_created_in"", ""PERSON[3863] was_born_in"", ""TEXT[440102] was_created_in"", ""WITNESS[443565] was_copied_in"", ""WITNESS[411049] was_copied_in"", ""TEXT[103999] was_created_in"", ""PERSON[43059] lived_in"", ""PERSON[455] lived_in"", ""PERSON[455] was_born_in"", ""WITNESS[14173] was_copied_in"", ""PERSON[12815] lived_in"", ""PERSON[23358] lived_in"", ""PLACE[447733] is_part_of"", ""REPOSITORY[88872] is_in"", ""WITNESS[169685] was_copied_in"", ""WITNESS[446789] was_copied_in"", ""WITNESS[446664] was_copied_in"", ""PERSON[42295] lived_in"", ""PERSON[42295] was_born_in"", ""PERSON[532444] lived_in"", ""PERSON[493691] lived_in"", ""PERSON[314068] lived_in"", ""PERSON[21146] was_born_in""]"
85640	Taku		city	300008389	http://ismi.mpiwg-berlin.mpg.de/place/85640	http://ismi.mpiwg-berlin.mpg.de/place/85640			0800	2006	"[""PERSON[1645] lived_in"", ""PERSON[1645] was_born_in""]"
85653	Shiraz		city	300008389	http://ismi.mpiwg-berlin.mpg.de/place/85653	http://ismi.mpiwg-berlin.mpg.de/place/85653	Iran	#174469	0800	2006	"[""PERSON[162991] lived_in"", ""WITNESS[188748] was_copied_in"", ""WITNESS[118747] was_copied_in"", ""TEXT[434811] was_created_in"", ""REPOSITORY[88702] is_in"", ""REPOSITORY[108818] is_in"", ""PERSON[8727] lived_in"", ""PERSON[96671] was_born_in"", ""PERSON[96671] died_in"", ""TEXT[127823] was_created_in"", ""PERSON[395870] was_born_in"", ""PERSON[40635] lived_in"", ""PERSON[40635] was_born_in"", ""PERSON[455] lived_in"", ""PERSON[131192] was_born_in"", ""REPOSITORY[458092] is_in"", ""PERSON[453473] lived_in"", ""PERSON[6673] lived_in"", ""PERSON[13385] lived_in"", ""PERSON[517756] lived_in"", ""PERSON[57656] lived_in"", ""TEXT[398289] was_created_in"", ""TEXT[57321] was_created_in"", ""TEXT[153279] was_created_in"", ""PERSON[134296] died_in"", ""PERSON[134296] was_born_in"", ""PERSON[2827] lived_in"", ""PERSON[63770] lived_in"", ""REPOSITORY[457961] is_in"", ""PERSON[55259] lived_in"", ""PERSON[1645] lived_in"", ""PERSON[1645] died_in"", ""PERSON[78352] lived_in"", ""PERSON[50990] lived_in"", ""PERSON[26328] lived_in"", ""PERSON[457102] lived_in"", ""PERSON[34119] lived_in""]"
85658	Damascus		city	300008389	http://ismi.mpiwg-berlin.mpg.de/place/85658	http://ismi.mpiwg-berlin.mpg.de/place/85658	Syria	#174694	0800	2006	"[""PERSON[209245] lived_in"", ""PERSON[32892] lived_in"", ""PERSON[45876] lived_in"", ""PERSON[105546] lived_in"", ""PERSON[49702] lived_in"", ""PERSON[46669] lived_in"", ""PERSON[187045] lived_in"", ""PERSON[39022] lived_in"", ""PERSON[24253] lived_in"", ""PERSON[49903] lived_in"", ""PERSON[448389] lived_in"", ""PERSON[24600] lived_in"", ""PERSON[6995] lived_in"", ""PERSON[37553] lived_in"", ""PERSON[10515] lived_in"", ""PERSON[21049] lived_in"", ""PERSON[449387] lived_in"", ""PERSON[10695] lived_in"", ""PERSON[42958] lived_in"", ""PERSON[49337] lived_in"", ""PERSON[10623] lived_in"", ""PERSON[43565] lived_in"", ""PERSON[30468] lived_in"", ""PERSON[27501] lived_in"", ""PERSON[44503] lived_in"", ""PERSON[186622] lived_in"", ""PERSON[7299] lived_in"", ""PERSON[34607] lived_in"", ""PERSON[27973] lived_in"", ""PERSON[48884] lived_in"", ""PERSON[25838] lived_in"", ""PERSON[44253] lived_in"", ""PERSON[48604] lived_in"", ""PERSON[37929] lived_in"", ""PERSON[10017] lived_in"", ""PERSON[31398] lived_in"", ""PERSON[14248] lived_in"", ""PERSON[199827] lived_in"", ""PERSON[25958] lived_in"", ""PERSON[96225] lived_in"", ""PERSON[26460] lived_in"", ""PERSON[40294] lived_in"", ""PERSON[63593] lived_in"", ""PERSON[105280] lived_in"", ""PERSON[350525] lived_in"", ""PERSON[62466] lived_in"", ""PERSON[64572] lived_in"", ""PERSON[183200] lived_in"", ""PERSON[102668] lived_in"", ""PERSON[31145] lived_in"", ""PERSON[163925] lived_in"", ""PERSON[730] lived_in"", ""PERSON[45844] lived_in"", ""PERSON[45876] died_in"", ""PERSON[49702] died_in"", ""PERSON[46669] died_in"", ""PERSON[39022] died_in"", ""PERSON[34607] died_in"", ""PERSON[48604] died_in"", ""PERSON[17903] died_in"", ""PERSON[31398] died_in"", ""PERSON[64572] died_in"", ""PERSON[484869] died_in"", ""PLACE[498785] is_part_of"", ""PLACE[123652] is_part_of"", ""REPOSITORY[179094] is_in"", ""REPOSITORY[171425] is_in"", ""REPOSITORY[88423] is_in"", ""PERSON[11622] was_born_in"", ""PERSON[23047] was_born_in"", ""PERSON[12547] was_born_in"", ""PERSON[37553] was_born_in"", ""PERSON[10515] was_born_in"", ""PERSON[21049] was_born_in"", ""PERSON[485793] was_born_in"", ""PERSON[27501] was_born_in"", ""PERSON[44503] was_born_in"", ""PERSON[488158] was_born_in"", ""PERSON[27973] was_born_in"", ""PERSON[48604] was_born_in"", ""PERSON[10017] was_born_in"", ""PERSON[31398] was_born_in"", ""PERSON[40294] was_born_in"", ""WITNESS[390123] was_copied_in"", ""WITNESS[484638] was_copied_in"", ""WITNESS[39032] was_copied_in"", ""WITNESS[58361] was_copied_in""]"
85672	Rayy	Rayy (Iran)	city	300008389	http://ismi.mpiwg-berlin.mpg.de/place/85672	http://ismi.mpiwg-berlin.mpg.de/place/85672			0800	2006	"[""PERSON[63956] lived_in"", ""PERSON[69791] lived_in"", ""PERSON[58576] was_born_in""]"
86233	Tarim, Yemen		city	300008389	http://ismi.mpiwg-berlin.mpg.de/place/86233	http://ismi.mpiwg-berlin.mpg.de/place/86233	Yemen	#178900	0800	2006	"[""REPOSITORY[122822] is_in"", ""REPOSITORY[89238] is_in"", ""REPOSITORY[530116] is_in""]"
86266	Uppsala		city	300008389	http://ismi.mpiwg-berlin.mpg.de/place/86266	http://ismi.mpiwg-berlin.mpg.de/place/86266	Sweden	#178937	0800	2006	"[""REPOSITORY[89476] is_in"", ""REPOSITORY[179457] is_in"", ""REPOSITORY[178950] is_in""]"
86288	Kazan		city	300008389	http://ismi.mpiwg-berlin.mpg.de/place/86288	http://ismi.mpiwg-berlin.mpg.de/place/86288	Russia	#174659	0800	2006	"[""REPOSITORY[80677] is_in"", ""REPOSITORY[89219] is_in""]"
86305	Turin		city	300008389	http://ismi.mpiwg-berlin.mpg.de/place/86305	http://ismi.mpiwg-berlin.mpg.de/place/86305	Italy	#173763	0800	2006	"[""REPOSITORY[148558] is_in""]"
86325	Beirut		city	300008389	http://ismi.mpiwg-berlin.mpg.de/place/86325	http://ismi.mpiwg-berlin.mpg.de/place/86325	Lebanon	#174621	0800	2006	"[""REPOSITORY[531396] is_in"", ""REPOSITORY[380289] is_in"", ""REPOSITORY[359102] is_in"", ""REPOSITORY[441806] is_in"", ""REPOSITORY[89460] is_in"", ""REPOSITORY[380612] is_in""]"
86356	Jaipur		city	300008389	http://ismi.mpiwg-berlin.mpg.de/place/86356	http://ismi.mpiwg-berlin.mpg.de/place/86356	India	#174638	0800	2006	"[""REPOSITORY[89391] is_in""]"
86378	Çorum		city	300008389	http://ismi.mpiwg-berlin.mpg.de/place/86378	http://ismi.mpiwg-berlin.mpg.de/place/86378	Turkey	#174510	0800	2006	"[""PLACE[443952] is_part_of"", ""REPOSITORY[128753] is_in""]"
86381	Calcutta		city	300008389	http://ismi.mpiwg-berlin.mpg.de/place/86381	http://ismi.mpiwg-berlin.mpg.de/place/86381	India	#174638	0800	2006	"[""REPOSITORY[73135] is_in"", ""TRANSFER_EVENT[347520] has_new_location"", ""REPOSITORY[191159] is_in"", ""PERSON[347512] lived_in"", ""REPOSITORY[88449] is_in"", ""REPOSITORY[88588] is_in"", ""REPOSITORY[21926] is_in"", ""REPOSITORY[57195] is_in"", ""REPOSITORY[88116] is_in""]"
86384	Tehran		city	300008389	http://ismi.mpiwg-berlin.mpg.de/place/86384	http://ismi.mpiwg-berlin.mpg.de/place/86384	Iran	#174469	0800	2006	"[""REPOSITORY[197566] is_in"", ""REPOSITORY[371563] is_in"", ""REPOSITORY[89285] is_in"", ""REPOSITORY[88601] is_in"", ""REPOSITORY[89046] is_in"", ""REPOSITORY[89659] is_in"", ""REPOSITORY[88410] is_in"", ""REPOSITORY[89375] is_in"", ""REPOSITORY[89526] is_in"", ""REPOSITORY[88532] is_in"", ""REPOSITORY[89661] is_in"", ""REPOSITORY[182799] is_in"", ""REPOSITORY[88894] is_in"", ""REPOSITORY[89148] is_in"", ""REPOSITORY[88562] is_in"", ""REPOSITORY[292216] is_in"", ""REPOSITORY[88350] is_in"", ""REPOSITORY[464002] is_in""]"
86422	Mysore		city	300008389	http://ismi.mpiwg-berlin.mpg.de/place/86422	http://ismi.mpiwg-berlin.mpg.de/place/86422	India	#174638	0800	2006	"[""REPOSITORY[19695] is_in""]"
86434	Heidelberg		city	300008389	http://ismi.mpiwg-berlin.mpg.de/place/86434	http://ismi.mpiwg-berlin.mpg.de/place/86434	Germany	#174492	0800	2006	"[""REPOSITORY[67597] is_in"", ""REPOSITORY[89624] is_in""]"
86439	Cambridge	Cambridge, MA	city	300008389	http://ismi.mpiwg-berlin.mpg.de/place/86439	http://ismi.mpiwg-berlin.mpg.de/place/86439	USA	#173554	0800	2006	"[""REPOSITORY[88101] is_in""]"
86446	Mahachqala		city	300008389	http://ismi.mpiwg-berlin.mpg.de/place/86446	http://ismi.mpiwg-berlin.mpg.de/place/86446	Russia	#174659	0800	2006	"[""REPOSITORY[111680] is_in""]"
86449	Jakarta	Jakarta (formerly Batavia)	city	300008389	http://ismi.mpiwg-berlin.mpg.de/place/86449	http://ismi.mpiwg-berlin.mpg.de/place/86449	Indonesia	#173690	0800	2006	"[""REPOSITORY[173688] is_in""]"
86472	Amsterdam		city	300008389	http://ismi.mpiwg-berlin.mpg.de/place/86472	http://ismi.mpiwg-berlin.mpg.de/place/86472	Netherlands	#174707	0800	2006	"[""REPOSITORY[135012] is_in""]"
86475	Birmingham	Birmingham, U.K.	city	300008389	http://ismi.mpiwg-berlin.mpg.de/place/86475	http://ismi.mpiwg-berlin.mpg.de/place/86475	UK	#174533	0800	2006	"[""REPOSITORY[88595] is_in""]"
86507	Tripoli		city	300008389	http://ismi.mpiwg-berlin.mpg.de/place/86507	http://ismi.mpiwg-berlin.mpg.de/place/86507	Libya	#178992	0800	2006	"[""PERSON[24600] lived_in"", ""REPOSITORY[174728] is_in"", ""REPOSITORY[89760] is_in"", ""PERSON[396677] died_in""]"
86533	Tübingen		city	300008389	http://ismi.mpiwg-berlin.mpg.de/place/86533	http://ismi.mpiwg-berlin.mpg.de/place/86533	Germany	#174492	0800	2006	"[""REPOSITORY[88505] is_in""]"
86548	Tashkent		city	300008389	http://ismi.mpiwg-berlin.mpg.de/place/86548	http://ismi.mpiwg-berlin.mpg.de/place/86548	Uzbekistan	#173272	0800	2006	"[""REPOSITORY[537936] is_in"", ""REPOSITORY[436197] is_in"", ""REPOSITORY[89309] is_in"", ""REPOSITORY[197192] is_in"", ""WITNESS[363049] was_copied_in""]"
86551	Dhaka		city	300008389	http://ismi.mpiwg-berlin.mpg.de/place/86551	http://ismi.mpiwg-berlin.mpg.de/place/86551	Bangladesh	#179186	0800	2006	"[""REPOSITORY[89431] is_in""]"
86603	Niğde		city	300008389	http://ismi.mpiwg-berlin.mpg.de/place/86603	http://ismi.mpiwg-berlin.mpg.de/place/86603	Turkey	#174510	0800	2006	"[""REPOSITORY[89221] is_in""]"
86618	Kabul		city	300008389	http://ismi.mpiwg-berlin.mpg.de/place/86618	http://ismi.mpiwg-berlin.mpg.de/place/86618	Afghanistan	#179798	0800	2006	"[""REPOSITORY[116669] is_in"", ""REPOSITORY[179759] is_in"", ""REPOSITORY[88453] is_in"", ""REPOSITORY[89333] is_in"", ""REPOSITORY[442206] is_in""]"
86632	Tunis		city	300008389	http://ismi.mpiwg-berlin.mpg.de/place/86632	http://ismi.mpiwg-berlin.mpg.de/place/86632	Tunisia	#173557	0800	2006	"[""REPOSITORY[199217] is_in"", ""REPOSITORY[88394] is_in"", ""REPOSITORY[88362] is_in"", ""PERSON[4318] was_born_in"", ""REPOSITORY[89458] is_in"", ""REPOSITORY[358570] is_in"", ""TEXT[336889] was_created_in"", ""PERSON[330318] lived_in"", ""PERSON[330318] was_born_in"", ""PERSON[3771] lived_in"", ""PERSON[3771] died_in"", ""PERSON[33479] lived_in"", ""PERSON[40908] lived_in""]"
86645	London		city	300008389	http://ismi.mpiwg-berlin.mpg.de/place/86645	http://ismi.mpiwg-berlin.mpg.de/place/86645	UK	#174533	0800	2006	"[""PERSON[24600] lived_in"", ""REPOSITORY[346210] is_in"", ""REPOSITORY[493538] is_in"", ""REPOSITORY[541568] is_in"", ""REPOSITORY[375892] is_in"", ""REPOSITORY[320339] is_in"", ""REPOSITORY[541586] is_in"", ""REPOSITORY[89271] is_in"", ""REPOSITORY[493541] is_in"", ""REPOSITORY[88644] is_in"", ""REPOSITORY[165179] is_in"", ""REPOSITORY[88097] is_in""]"
86667	Paris		city	300008389	http://ismi.mpiwg-berlin.mpg.de/place/86667	http://ismi.mpiwg-berlin.mpg.de/place/86667	France	#174775	0800	2006	"[""REPOSITORY[177602] is_in"", ""REPOSITORY[137943] is_in""]"
86680	Balıkesir		city	300008389	http://ismi.mpiwg-berlin.mpg.de/place/86680	http://ismi.mpiwg-berlin.mpg.de/place/86680	Turkey	#174510	0800	2006	"[""REPOSITORY[447776] is_in"", ""REPOSITORY[201456] is_in""]"
86683	Dublin		city	300008389	http://ismi.mpiwg-berlin.mpg.de/place/86683	http://ismi.mpiwg-berlin.mpg.de/place/86683	Ireland	#179659	0800	2006	"[""REPOSITORY[302142] is_in""]"
86686	Bratislava		city	300008389	http://ismi.mpiwg-berlin.mpg.de/place/86686	http://ismi.mpiwg-berlin.mpg.de/place/86686	Slovakia	#173935	0800	2006	"[""REPOSITORY[89902] is_in""]"
86689	Strasbourg		city	300008389	http://ismi.mpiwg-berlin.mpg.de/place/86689	http://ismi.mpiwg-berlin.mpg.de/place/86689	France	#174775	0800	2006	"[""REPOSITORY[89320] is_in""]"
