uri	gender	birthDate	deathDate	activeDate	birthPlace	deathPlace	nameLat	firstNameLat	lastNameLat	normLa	nameAra	firstNameAra	lastNameAra	alternateNameAra	alternateFirstNameAra	alternateLastNameAra	alternateNameLat	alternateFirstNameLat	alternateLastNameLat
DiJeSt210874	female					[]	Horowitz, Michaela	Michaela	Horowitz	Michaela Horowitz	هورفيتس، ميخائيله	ميخائيله	هورفيتس	set()	set()	set()	set()	set()	set()
DiJeSt210886	male					[]	Wust, Efraim	Efraim	Wust	Efraim Wust	فوست، افرايم	افرايم	فوست	set()	set()	set()	set()	set()	set()
DiJeSt210889	male	1905-05-05	2001-03-05			Jerusalem (Israel)	Wieder, Naphtali	Naphtali	Wieder	Naphtali Wieder	ڤيدر، نفتالى	نفتالى	ڤيدر	set()	set()	set()	{'WIEDER, NAPHTALI B. ISAAC ELIMELECH', 'Wieder, Naftali'}	'Naftali', 'NAPHTALI B. ISAAC ELIMELECH'	'WIEDER', 'Wieder'
DiJeSt210893	male	1955	2016			[]	Wiener, Koby	Koby	Wiener	Koby Wiener	ڤينر، كوبي	كوبي	ڤينر	set()	set()	set()	set()	set()	set()
DiJeSt210896	male	1954				[]	Vanunu, Mordechai	Mordechai	Vanunu	Mordechai Vanunu	فانونو، مردخاي	مردخاي	فانونو	{'فعنونو، موردخاي'}	{'موردخاي'}	{'فعنونو، موردخاي'}	set()	set()	set()
DiJeSt210899	female					[]					زلايط، دوريس	دوريس	زلايط	set()	set()	set()	set()	set()	set()
DiJeSt210901	male	1921	2002		United States	[]	Zamir, Yehoshua	Yehoshua	Zamir	Yehoshua Zamir	زمير، يهوشوع	يهوشوع	زمير	set()	set()	set()	{'Zamīr, Yahūshūʻ'}	'Yahūshūʻ'	'Zamīr'
DiJeSt210904	male					[]	Zak, Moshe	Moshe	Zak	Moshe Zak	زاك، موشه	موشه	زاك	set()	set()	set()	set()	set()	set()
DiJeSt210928	female					[]					حوفي، ميراف	ميراف	حوفي	set()	set()	set()	set()	set()	set()
DiJeSt210938	male					[]					حئيم پور، يصحاق	يصحاق	حئيم پور	set()	set()	set()	set()	set()	set()
DiJeSt210943						[]					حلاميش، ي.	ي.	حلاميش	set()	set()	set()	set()	set()	set()
DiJeSt210965	male					[]	Yakir, Yair	Yair	Yakir	Yair Yakir	يكير، يئير	يئير	يكير	set()	set()	set()	set()	set()	set()
DiJeSt210972	male	1920				[]					كوهين، يعقوب	يعقوب	كوهين	set()	set()	set()	set()	set()	set()
DiJeSt210974	female					[]					كوهين، شوش	شوش	كوهين	set()	set()	set()	set()	set()	set()
DiJeSt211010	female	1928	2010		Israel	[]	Zarfati, Ruth	Ruth	Zarfati	Ruth Zarfati	صرفاتي، روت	روت	صرفاتي	{'تسرفاتي، روت'}	{'روت'}	{'تسرفاتي، روت'}	{'Zarfati, Ruth', 'Tsarefati, Rut'}	'Ruth', 'Rut'	'Tsarefati', 'Zarfati'
DiJeSt211029	male	1905	1961			Ndola (in front of)	Hammarskjöld, Dag	Dag	Hammarskjöld	Dag Hammarskjöld	همرشولد، داغ	داغ	همرشولد	set()	set()	set()	{'HAMMARSKJOELD, DAG', 'Hamarshūld', 'Khammarshelʹd, Dag'}	'', 'Dag', 'DAG'	'', 'Khammarshelʹd', 'HAMMARSKJOELD'
DiJeSt211286						[]					كاتس، ثيودور	ثيودور	كاتس	{'كاتس، تيدي'}	{'تيدي'}	{'كاتس، تيدي'}	set()	set()	set()
DiJeSt211359	female					[]					جاردين، سارة	سارة	جاردين	set()	set()	set()	set()	set()	set()
DiJeSt211520	male					[]	Mantsur, Eliyahu	Eliyahu	Mantsur	Eliyahu Mantsur	منصور، الياهو	الياهو	منصور	set()	set()	set()	set()	set()	set()
DiJeSt211556	male	1945				[]	Katsav, Moshe	Moshe	Katsav	Moshe Katsav	كتساف, موشيه	كتساف, موشيه	كتساف, موشيه	set()	set()	set()	{'Ḳatsav, Mosheh', 'Ḳatsav, Mosheh', 'Katzav, Moshe'}	'Moshe', 'Mosheh'	'Katzav', 'Ḳatsav', 'Ḳatsav'
DiJeSt211584	male	1951				[]	Barakat, Salim	Salim	Barakat	Salim Barakat	بركات، سليم	سليم	بركات	set()	set()	set()	set()	set()	set()
DiJeSt211691	female					[]					ليفينتون، حيمدة	حيمدة	ليفينتون	set()	set()	set()	set()	set()	set()
DiJeSt211708						[]					مهپور، دانيل	دانيل	مهپور	set()	set()	set()	set()	set()	set()
DiJeSt211716	male					[]					مزراحى، باروخ زكى	باروخ زكى	مزراحى	set()	set()	set()	set()	set()	set()
DiJeSt211733	male					[]	Messing, Chaim	Chaim	Messing	Chaim Messing	ميسينغ، حييم	حييم	ميسينغ	set()	set()	set()	set()	set()	set()
DiJeSt211741	male					[]					موشيح، أ.	أ.	موشيح	set()	set()	set()	set()	set()	set()
DiJeSt211747	male	1934	2004			[]					نحمياس، فيكتور	فيكتور	نحمياس	set()	set()	set()	set()	set()	set()
DiJeSt211750	male					[]					نيك‌فر، موتى	موتى	نيك‌فر	set()	set()	set()	set()	set()	set()
DiJeSt211753	female					[]					نعمان، حاني	حاني	نعمان	set()	set()	set()	set()	set()	set()
DiJeSt211892	female					[]					بار، داليا	داليا	بار	set()	set()	set()	set()	set()	set()
DiJeSt212054	male	1939-02-01				[]	Capra, Fritjof	Fritjof	Capra	Fritjof Capra	كابرا، فريتجوف	فريتجوف	كابرا	set()	set()	set()	set()	set()	set()
DiJeSt212378	male					[]					عينات، مئير	مئير	عينات	set()	set()	set()	set()	set()	set()
DiJeSt212398	male					[]					زوكر، بنيامين	بنيامين	زوكر	set()	set()	set()	set()	set()	set()
DiJeSt212702	male	1902-02-26	1991		Paris (France)	[]	Vercors	Vercors	Vercors	Vercors Vercors	وركور			set()	set()	set()	{'Bruller, Jean Marcel', 'Verkor', 'Vercors', 'Bri︠u︡ller, Zhan', 'BRULLER, JEAN', 'Dolée, Roland', 'Santerre', 'Bruller, Jean'}	'', 'Zhan', 'JEAN', 'Jean', 'Roland', 'Jean Marcel'	'', 'Dolée', 'BRULLER', 'Bri︠u︡ller', 'Bruller'
DiJeSt212722	female					[]	Magen, Sigal	Sigal	Magen	Sigal Magen	ماجين، سيجال	سيجال	ماجين	set()	set()	set()	set()	set()	set()
DiJeSt212822	male	1933-06-10	2006-01-17			[]	Mikhaʼeli, Dan	Dan	Mikhaʼeli	Dan Mikhaʼeli	ميخائيلي، دان	دان	ميخائيلي	set()	set()	set()	{'Michaeli, Dan'}	'Dan'	'Michaeli'
DiJeSt212831	female	1946				[]	Gaash, Elisheva	Elisheva	Gaash	Elisheva Gaash	جاعش، ايليشيفاع	ايليشيفاع	جاعش	{'غاعش، اليشيفاع', 'غاعش، ايليشيفاع'}	{'ايليشيفاع', 'اليشيفاع'}	{'غاعش، اليشيفاع', 'غاعش، ايليشيفاع'}	set()	set()	set()
DiJeSt213288	male					[]					كريجسفلد، دوف	دوف	كريجسفلد	set()	set()	set()	set()	set()	set()
DiJeSt213295	female					[]	Ḳeshet, ʻAdinah	ʻAdinah	Ḳeshet	ʻAdinah Ḳeshet	كيشت، عدينا	عدينا	كيشت	set()	set()	set()	set()	set()	set()
DiJeSt213299	male					[]					رجوان، رحميم	رحميم	رجوان	{'رجوان، ر.'}	{'ر.'}	{'رجوان، ر.'}	set()	set()	set()
DiJeSt213303	male					[]	Raitzes, Haim	Haim	Raitzes	Haim Raitzes	ريتصس، حايم	حايم	ريتصس	set()	set()	set()	set()	set()	set()
DiJeSt213305	female					[]					شاؤول، أورنة	أورنة	شاؤول	set()	set()	set()	set()	set()	set()
DiJeSt213314	male					[]					شهربانى، غدعون	غدعون	شهربانى	set()	set()	set()	set()	set()	set()
DiJeSt213317	male					[]	Shofet, David	David	Shofet	David Shofet	شوفط، داود	داود	شوفط	{'شوفط، داويد'}	{'داويد'}	{'شوفط، داويد'}	set()	set()	set()
DiJeSt213344	female					[]					شاي، سارة	سارة	شاي	set()	set()	set()	set()	set()	set()
DiJeSt213347						[]	Shekhṭer, Gabi	Gabi	Shekhṭer	Gabi Shekhṭer	شخطر، جابي	جابي	شخطر	set()	set()	set()	set()	set()	set()
DiJeSt213349	male					[]					شموئيلي، شاؤل	شاؤل	شموئيلي	set()	set()	set()	set()	set()	set()
DiJeSt213352	male					[]					شمسيان، ابراهيم	ابراهيم	شمسيان	set()	set()	set()	set()	set()	set()
DiJeSt213915	female					[]					بليزوبسكي، ايريس	ايريس	بليزوبسكي	set()	set()	set()	set()	set()	set()
DiJeSt213936						[]					فكسلر، مرسيلو	مرسيلو	فكسلر	set()	set()	set()	set()	set()	set()
DiJeSt213981	male	1914-05-03	1994-05-28			Ramat Gan (Israel)	Rivlin, Gershon	Gershon	Rivlin	Gershon Rivlin	ريفلين، غيرشون	غيرشون	ريفلين	set()	set()	set()	{'RIVLIN, GERSHON', 'Rivlin, G.'}	'G.', 'GERSHON'	'Rivlin', 'RIVLIN'
DiJeSt214148	female	1968				[]	Ben Zvi, Dafna	Dafna	Ben Zvi	Dafna Ben Zvi	بن تسفي، دافناه	دافناه	بن تسفي	set()	set()	set()	set()	set()	set()
DiJeSt214261						[]	Yavne, Lior	Lior	Yavne	Lior Yavne	يفنه، ليؤر	ليؤر	يفنه	set()	set()	set()	set()	set()	set()
DiJeSt214390	male					[]	Bashir, Nabih	Nabih	Bashir	Nabih Bashir	بشير، نبيه	نبيه	بشير	set()	set()	set()	{'Bashir, Nabieh'}	'Nabieh'	'Bashir'
DiJeSt214646	female					[]					هوبشتاتر، داليا	داليا	هوبشتاتر	set()	set()	set()	set()	set()	set()
DiJeSt214723	female					[]					مئير، ناڨا	ناڨا	مئير	set()	set()	set()	set()	set()	set()
DiJeSt214724	female					[]					فيشباين، مريم	مريم	فيشباين	set()	set()	set()	set()	set()	set()
DiJeSt214989	male	1948				[]	Khūrī, Ilyās	Ilyās	Khūrī	Ilyās Khūrī	خوري، الياس	الياس	خوري	set()	set()	set()	{'Khoury, Elias', 'Ḥuri, Ilyas'}	'Elias', 'Ilyas'	'Khoury', 'Ḥuri'
DiJeSt215164	male	1945				[]	Rosenthal, Ruvik	Ruvik	Rosenthal	Ruvik Rosenthal	روزنطال، روبيق	روبيق	روزنطال	set()	set()	set()	{'Rosenthal, Reuven', 'Rozental, Rubik'}	'Rubik', 'Reuven'	'Rozental', 'Rosenthal'
DiJeSt215173	male	1959				[]	Arieli, Shaul	Shaul	Arieli	Shaul Arieli	أريئيلي، شاؤول	شاؤول	أريئيلي	set()	set()	set()	set()	set()	set()
DiJeSt215174	male					[]	Schwartz, Doubi	Doubi	Schwartz	Doubi Schwartz	شفارتس، دوبي	دوبي	شفارتس	set()	set()	set()	set()	set()	set()
DiJeSt215175	female					[]	Tagari, Hadas	Hadas	Tagari	Hadas Tagari	تغاري، هداس	هداس	تغاري	set()	set()	set()	set()	set()	set()
DiJeSt215180	male	1944				[]	Alon, Shlomo	Shlomo	Alon	Shlomo Alon	ألون، شلومو	شلومو	ألون	set()	set()	set()	set()	set()	set()
DiJeSt215292						[]					تماري، يوڨال	يوڨال	تماري	set()	set()	set()	set()	set()	set()
DiJeSt215457	female					[]	Kadman, Noga	Noga	Kadman	Noga Kadman	كدمن، نوغا	نوغا	كدمن	{'كدمان، نوجا'}	{'نوجا'}	{'كدمان، نوجا'}	set()	set()	set()
DiJeSt215676	female					[]	Siham, Fahoum	Fahoum	Siham	Fahoum Siham	غنيم-فاهوم، سهام	سهام	غنيم-فاهوم	{'فاهوم، سهام', 'فاهوم، سهام شافع', 'غنيم، سهام فاهوم'}	{'سهام شافع', 'سهام فاهوم', 'سهام'}	{'فاهوم، سهام', 'فاهوم، سهام شافع', 'غنيم، سهام فاهوم'}	{'Ghunaym, Siham Fahum', 'Siham, Fahum'}	'Siham Fahum', 'Fahum'	'Ghunaym', 'Siham'
DiJeSt215721	male					[]					غرينبرغ، رافي	رافي	غرينبرغ	set()	set()	set()	set()	set()	set()
DiJeSt215769	male					[]					توما، منير	منير	توما	{'توما، منير يوسف'}	{'منير يوسف'}	{'توما، منير يوسف'}	set()	set()	set()
DiJeSt216071	female	1957				[]	Tsafrir, Nurit	Nurit	Tsafrir	Nurit Tsafrir	تسافرير، نوريت	نوريت	تسافرير	set()	set()	set()	set()	set()	set()
DiJeSt216367	female					[]	Ḳenan, Tamar	Tamar	Ḳenan	Tamar Ḳenan	كينان، تمار	تمار	كينان	set()	set()	set()	set()	set()	set()
DiJeSt216478	male	1926				[]	Gazit, Shlomo	Shlomo	Gazit	Shlomo Gazit	چازيت، شلومو	شلومو	چازيت	{'غازيت، شلومو'}	{'شلومو'}	{'غازيت، شلومو'}	set()	set()	set()
DiJeSt216620	female					[]	Uriʼel, Ṭovit	Ṭovit	Uriʼel	Ṭovit Uriʼel	أوريئيل، طوبيت	طوبيت	أوريئيل	set()	set()	set()	set()	set()	set()
DiJeSt216752	male	1893	1979			Cambridge (England)	Richards, I. A.	I. A.	Richards	I. A. Richards	رتشاردز، ايڤور ارمسترونغ	ايڤور ارمسترونغ	رتشاردز	{'ريتشاردز، ايڤور ارمسترونغ'}	{'ايڤور ارمسترونغ'}	{'ريتشاردز، ايڤور ارمسترونغ'}	{'Richards, Ivor Armstrong', 'Richards, I. A.'}	'Ivor Armstrong', 'I. A.'	'Richards'
DiJeSt217086	female					[]	Tal, Tali	Tali	Tal	Tali Tal	طال، طالي	طالي	طال	set()	set()	set()	set()	set()	set()
DiJeSt217218	female					[]	Cohen, Esperance	Esperance	Cohen	Esperance Cohen	موريه-كوهين، اسبرانس	اسبرانس	موريه-كوهين	set()	set()	set()	set()	set()	set()
DiJeSt217241	male	1953				[]	Ibrāhīm, Naṣṣār	Naṣṣār	Ibrāhīm	Naṣṣār Ibrāhīm	ابراهيم، نصار	نصار	ابراهيم	{'ابراهيم، نصار رشيد'}	{'نصار رشيد'}	{'ابراهيم، نصار رشيد'}	{'Ibrāhīm, Naṣṣār Rashīd'}	'Naṣṣār Rashīd'	'Ibrāhīm'
DiJeSt217291	male					[]	Hever, Shir	Shir	Hever	Shir Hever	حيفر، شير	شير	حيفر	set()	set()	set()	set()	set()	set()
DiJeSt217943		1945				[]	Ramlī, Līnīn	Līnīn	Ramlī	Līnīn Ramlī	الرملى، لينين	لينين	الرملى	set()	set()	set()	{'Ramly, Lenin', 'Ramli, Lenin Al', 'El-Ramly, Lenin', 'Al Ramli, Lenin'}	'Lenin Al', 'Lenin'	'Ramli', 'Ramly', 'Al Ramli', 'El-Ramly'
DiJeSt218179						[]	Jabir, Kawthar	Kawthar	Jabir	Kawthar Jabir	جابر، كوثر أحمد	كوثر أحمد	جابر	{'جابر، كوثر'}	{'كوثر'}	{'جابر، كوثر'}	{'Jabir, Kauthar'}	'Kauthar'	'Jabir'
DiJeSt218301	male					[]					عزام، فؤاد	فؤاد	عزام	set()	set()	set()	set()	set()	set()
DiJeSt218419		1946	2008			[]	Khir, Nazi	Nazi	Khir	Nazi Khir	خير، نزيه	نزيه	خير	set()	set()	set()	"{""H'ir, Nazi"", 'Khayr, Nazīh', ""H'air, Nazih"", 'Khere, Nazih'}"	'Nazi', 'Nazīh', 'Nazih'	"""H'ir"", ""H'air"", 'Khayr', 'Khere'"
DiJeSt218670	female	1964-05-05			Tiberias (Israel)	[]	Mishori, Efrat	Efrat	Mishori	Efrat Mishori	ميشوري، افرات	افرات	ميشوري	{'صدقة، افرات'}	{'افرات'}	{'صدقة، افرات'}	set()	set()	set()
DiJeSt218856	female	1953				[]	Sonnenschein, Nava	Nava	Sonnenschein	Nava Sonnenschein	زوننشاين, نافا	زوننشاين, نافا	زوننشاين, نافا	set()	set()	set()	set()	set()	set()
DiJeSt219036	female	1929-06-29	2006-09-15			Florence (Italy)	Fallaci, Oriana	Oriana	Fallaci	Oriana Fallaci	فالاچى، اوريانا	اوريانا	فالاچى	{'اوريانا فالاچى،'}	{''}	{''}	{'Fallaci, Oriana', 'Fa-la-chʻi, Ao-li-ya-na', 'Phalatsi, Oriana'}	'Oriana', 'Ao-li-ya-na'	'Fa-la-chʻi', 'Phalatsi', 'Fallaci'
DiJeSt219381	male					[]	Blustein, Binjamin	Binjamin	Blustein	Binjamin Blustein	بلوشطين، بنيامين	بنيامين	بلوشطين	set()	set()	set()	{'Blustein, Benjamin'}	'Benjamin'	'Blustein'
DiJeSt219448	female					[]					ماركوفيش، تسفيا	تسفيا	ماركوفيش	set()	set()	set()	set()	set()	set()
DiJeSt219509	female	1970			Galilee (Israel)	[]	Shibli, Ahlam	Ahlam	Shibli	Ahlam Shibli	شبلي، أحلام	أحلام	شبلي	set()	set()	set()	set()	set()	set()
DiJeSt219514	male	1958			Argentina	[]	Kratsman, Miki	Miki	Kratsman	Miki Kratsman	كرتسمان، ميكي	ميكي	كرتسمان	set()	set()	set()	set()	set()	set()
DiJeSt219628	male					[]	Bader, Adam	Adam	Bader	Adam Bader	بدير، ادم	ادم	بدير	{'بدير، ادم محمد'}	{'ادم محمد'}	{'بدير، ادم محمد'}	{'Badir, Adam'}	'Adam'	'Badir'
DiJeSt219795	male	1839?	1908			[]	Aḥmad, Gẖulām	Gẖulām	Aḥmad	Gẖulām Aḥmad	أحمد، غلام	غلام	أحمد	{'مرزا غلام احمد،', 'احمد قاديانى، مرزا غلام', 'احمد قاديانى،', 'غلام احمد قاديانى،', 'مرزا غلام احمد قاديانى،', 'غلام احمد،', 'قاديانى، غلام احمد', 'قاديانى، مرزا غلام احمد'}	{'', 'غلام احمد', 'مرزا غلام احمد', 'مرزا غلام'}	{'', 'احمد قاديانى، مرزا غلام', 'قاديانى، غلام احمد', 'قاديانى، مرزا غلام احمد'}	{'Ahmad, Ghulam', 'Kadiānī, Gẖulām Ahmad', 'Ahmed, Ghulam', 'Qādiyānī, Gẖulām Aḥmad', 'Ahmad de Qadian', 'Gẖulām Aḥmad Khān', 'Aḥmad Khān, Gẖulām', 'Mirza Ghulam Ahmad', 'Aḥmad, Gulam', 'Khān, Gẖulam Aḥmad', 'Gẖulām Aḥmad, Mirzā', 'Ahmed, Mirza Ghulam', 'Ahmad, hulam', 'Ahmad of Qadian', 'Ahmad, Mirza Ghulam'}	'', 'Gẖulām Aḥmad', 'Gẖulam Aḥmad', 'Mirzā', 'Mirza Ghulam', 'Gẖulām', 'Gulam', 'Ghulam', 'hulam', 'Gẖulām Ahmad'	'', 'Gẖulām Aḥmad', 'Aḥmad Khān', 'Khān', 'Ahmed', 'Ahmad', 'Qādiyānī', 'Aḥmad', 'Kadiānī'
DiJeSt219991	male	1932				[]	Falah, Faris	Faris	Falah	Faris Falah	فلاح، فارس	فارس	فلاح	{'فلاح، فارس'}	{'فارس'}	{'فلاح، فارس'}	set()	set()	set()
DiJeSt220218	male					[]	Sharon, Assaf	Assaf	Sharon	Assaf Sharon	شارون، عساف	عساف	شارون	set()	set()	set()	{'Sharon, Asaf'}	'Asaf'	'Sharon'
DiJeSt220826	male	1931	2013			[]	Orr, Akiva	Akiva	Orr	Akiva Orr	أور، آكيفا	آكيفا	أور	set()	set()	set()	{'Orr, Aki'}	'Aki'	'Orr'
DiJeSt221394	female					[]	Abu-Jabir, Ghada	Ghada	Abu-Jabir	Ghada Abu-Jabir	ابو جابر، غادة	غادة	ابو جابر	set()	set()	set()	"{""Abu-Jaber, R'ada""}"	"""R'ada"""	'Abu-Jaber'
DiJeSt221400	male					[]	Abu Ghush, Usama	Usama	Abu Ghush	Usama Abu Ghush	أبو غوش، أسامة	أسامة	أبو غوش	set()	set()	set()	{'Abū Ghūsh, Usāmah', 'Abu Gush, Usamah', 'Abu-Gosh, Usama'}	'Usāmah', 'Usama', 'Usamah'	'Abu-Gosh', 'Abu Gush', 'Abū Ghūsh'
DiJeSt221628	female					[]					بيرج، حيه	حيه	بيرج	{'بيرغ، حيه'}	{'حيه'}	{'بيرغ، حيه'}	set()	set()	set()
DiJeSt221708	male	0838?	0923-02-17			Baghdad (Iraq)	Ṭabarī	Ṭabarī	Ṭabarī	Ṭabarī Ṭabarī	الطبري،			{'أبو جعفر الطبري،', 'الطبري، محمد بن جرير', 'ابن جرير الطبري،', 'الآملي، محمد بن جرير بن يزيد، الطبري', 'الطبري، محمد بن جرير بن يزيد'}	{'', 'محمد بن جرير بن يزيد، الطبري', 'محمد بن جرير', 'محمد بن جرير بن يزيد'}	{'', 'الآملي، محمد بن جرير بن يزيد، الطبري', 'الطبري، محمد بن جرير بن يزيد', 'الطبري، محمد بن جرير'}	{'Ibn-Jarir al-Tabari', 'Tabari, Sheykh', 'Ettaberi, Mohammed Ben Dscherir', 'al-Ṭabarī', 'Ṭabarī, Jarīr', 'Ṭabarī, Abū Jaʻfar Muḥammad ibn Jarīr', 'Abu Djafar Mohammad ibn Djarir', 'Ṭabarī, Muḥammad ibn Jarīr', 'Tabari, Abu Dzhaʻfar Mukhammad b. Dzharir', 'Abū Jaʻfar al-Ṭabarī', 'Muḥammad ibn Jarīr al-Ṭabarī'}	'', 'Jarīr', 'Mohammed Ben Dscherir', 'Abū Jaʻfar Muḥammad ibn Jarīr', 'Abu Dzhaʻfar Mukhammad b. Dzharir', 'Sheykh', 'Muḥammad ibn Jarīr'	'', 'Tabari', 'Ṭabarī', 'Ettaberi'
DiJeSt221709	male	1963				[]	Abu Khdair, Nasser ed-din	Nasser ed-din	Abu Khdair	Nasser ed-din Abu Khdair	أبو خضير، ناصر الدين	ناصر الدين	أبو خضير	{'أبو خضير، ناصر', 'أبو الخضير، ناصر الدين'}	{'ناصر الدين', 'ناصر'}	{'أبو خضير، ناصر', 'أبو الخضير، ناصر الدين'}	{'Abū Khuḍair, Nāṣir al-Dīn', 'Abū Khuḍayr, Nāṣir al-Dīn'}	'Nāṣir al-Dīn'	'Abū Khuḍair', 'Abū Khuḍayr'
DiJeSt221767	male	1928	2009			[]	Ṣāliḥ, al-Ṭayyib	al-Ṭayyib	Ṣāliḥ	al-Ṭayyib Ṣāliḥ	صالح، الطيب	الطيب	صالح	{'صالح، طيب'}	{'طيب'}	{'صالح، طيب'}	{'Tayeb Salih', 'Tayyib Salih', 'Sala, Tayeb', 'Salih, Tayeb', 'Tayeb Salah'}	'', 'Tayeb'	'', 'Sala', 'Salih'
DiJeSt221805	male	1955			Morocco	[]					ايفارچان، أڨي	أڨي	ايفارچان	set()	set()	set()	set()	set()	set()
DiJeSt221842	female					[]	Golomb, Naʻamah	Naʻamah	Golomb	Naʻamah Golomb	جولومب، نعمة	نعمة	جولومب	set()	set()	set()	set()	set()	set()
DiJeSt221961	male	1952			United States	[]	Reeb, David	David	Reeb	David Reeb	ريب، داڨيد	داڨيد	ريب	set()	set()	set()	{'Rīb, Dāfīd', 'Rib, David', 'Riv, David'}	'David', 'Dāfīd'	'Rīb', 'Riv', 'Rib'
DiJeSt221969	male	1907	1993			[]	Snyder, Louis L.	Louis L.	Snyder	Louis L. Snyder	شنايدر، لويس ليو	لويس ليو	شنايدر	{'سنايدر، لويس ليو', 'سنيدر، لويس ليو'}	{'لويس ليو'}	{'سنايدر، لويس ليو', 'سنيدر، لويس ليو'}	{'Snyder, Louis Leo'}	'Louis Leo'	'Snyder'
