uri	related-uri	ccodes	matches	lon	lat
http://data.geo-kima.org/Place/10948	https://usaybia.net/place/141	ES	https://www.wikidata.org/wiki/Q5818	-4.7666666666667	37.883333333333
http://data.geo-kima.org/Place/8648	https://usaybia.net/place/144	GR			
http://data.geo-kima.org/Place/7562	https://usaybia.net/place/146				
http://data.geo-kima.org/Place/939	https://usaybia.net/place/149	SY	https://www.wikidata.org/wiki/Q3766;https://www.geonames.org/170654	36.291944444	33.513055555
http://data.geo-kima.org/Place/8964	https://usaybia.net/place/151	EG	https://www.wikidata.org/wiki/Q189383;https://www.geonames.org/358048	31.816666666667	31.416666666667
http://data.geo-kima.org/Place/23304	https://usaybia.net/place/159		https://www.geonames.org/339828	41.75306	9.32972
http://data.geo-kima.org/Place/8046	https://usaybia.net/place/184		https://www.wikidata.org/wiki/Q79	29	27
http://data.geo-kima.org/Place/4251	https://usaybia.net/place/186		https://www.wikidata.org/wiki/Q272968;https://www.geonames.org/3164641	15.154444444444	40.159444444444
http://data.geo-kima.org/Place/11777	https://usaybia.net/place/188	SY	https://www.wikidata.org/wiki/Q131301;https://www.geonames.org/169577	36.716666666667	34.733333333333
http://data.geo-kima.org/Place/1086	https://usaybia.net/place/189		https://www.wikidata.org/wiki/Q47611	27.348611	37.939722
http://data.geo-kima.org/Place/1087	https://usaybia.net/place/190		https://www.wikidata.org/wiki/Q233576	23.1602	37.6335
http://data.geo-kima.org/Place/12037	https://usaybia.net/place/192	IQ	https://www.wikidata.org/wiki/Q132754	44.009444444444	36.191111111111
http://data.geo-kima.org/Place/14480	https://usaybia.net/place/195	TR	https://www.wikidata.org/wiki/Q136217;https://www.geonames.org/315373	39.491388888889	39.746388888889
http://data.geo-kima.org/Place/8400	https://usaybia.net/place/196		https://www.wikidata.org/wiki/Q206730	11.838912	42.227871
http://data.geo-kima.org/Place/12982	https://usaybia.net/place/210	PS	https://www.wikidata.org/wiki/Q47492	34.45	31.516666666667
http://data.geo-kima.org/Place/1493	https://usaybia.net/place/211		https://www.wikidata.org/wiki/Q56072866;https://www.geonames.org/10346953	35.8942	32.2725
http://data.geo-kima.org/Place/12743	https://usaybia.net/place/213	AF	https://www.wikidata.org/wiki/Q173731	68.423333333333	33.549166666667
http://data.geo-kima.org/Place/8706	https://usaybia.net/place/219	ES			
http://data.geo-kima.org/Place/8822	https://usaybia.net/place/220				
http://data.geo-kima.org/Place/19383	https://usaybia.net/place/240	TR	https://www.wikidata.org/wiki/Q985638	27.955277777778	40.969722222222
http://data.geo-kima.org/Place/10327	https://usaybia.net/place/241	AF	https://www.wikidata.org/wiki/Q45313;https://www.geonames.org/1140026	62.179180555556	34.37385
http://data.geo-kima.org/Place/1556	https://usaybia.net/place/242	SA	https://www.wikidata.org/wiki/Q169977	40.8597	23.5036
http://data.geo-kima.org/Place/11777	https://usaybia.net/place/249	SY	https://www.wikidata.org/wiki/Q131301;https://www.geonames.org/169577	36.716666666667	34.733333333333
http://data.geo-kima.org/Place/15765	https://usaybia.net/place/253	ES			
http://data.geo-kima.org/Place/22699	https://usaybia.net/place/255				
http://data.geo-kima.org/Place/9527	https://usaybia.net/place/260		https://www.wikidata.org/wiki/Q668	77	22
http://data.geo-kima.org/Place/1344	https://usaybia.net/place/261				
http://data.geo-kima.org/Place/13816	https://usaybia.net/place/262				
http://data.geo-kima.org/Place/7866	https://usaybia.net/place/263		https://www.wikidata.org/wiki/Q796	43	33
http://data.geo-kima.org/Place/6258	https://usaybia.net/place/267		https://www.wikidata.org/wiki/Q38	12.5	42.5
http://data.geo-kima.org/Place/8736	https://usaybia.net/place/270	ES	https://www.wikidata.org/wiki/Q15681	-3.7888888888889	37.769722222222
http://data.geo-kima.org/Place/14291	https://usaybia.net/place/275	ES	https://www.wikidata.org/wiki/Q738013;https://www.geonames.org/6362010	-0.5191539	38.9887291
http://data.geo-kima.org/Place/7772	https://usaybia.net/place/285				
http://data.geo-kima.org/Place/7772	https://usaybia.net/place/286				
http://data.geo-kima.org/Place/26075	https://usaybia.net/place/287				
http://data.geo-kima.org/Place/12498	https://usaybia.net/place/290	TN	https://www.wikidata.org/wiki/Q179570;https://www.geonames.org/11806932	10.1	35.68333333333333
http://data.geo-kima.org/Place/8099	https://usaybia.net/place/294	JO	https://www.geonames.org/6946409	35.76204	31.16368
http://data.geo-kima.org/Place/15233	https://usaybia.net/place/304	TR	https://www.wikidata.org/wiki/Q646120;https://www.geonames.org/312532	39.5109175	38.6608665
http://data.geo-kima.org/Place/17130	https://usaybia.net/place/308	SA	https://www.wikidata.org/wiki/Q27125	39.2925	25.698611111111
http://data.geo-kima.org/Place/16121	https://usaybia.net/place/312	IR			
http://data.geo-kima.org/Place/8959	https://usaybia.net/place/317	IR	https://www.geonames.org/127082	49	31.5
http://data.geo-kima.org/Place/11750	https://usaybia.net/place/320	IR	https://www.wikidata.org/wiki/Q180078;https://www.geonames.org/128226	47.068611111111	34.316666666667
http://data.geo-kima.org/Place/1199	https://usaybia.net/place/321	TR	https://www.wikidata.org/wiki/Q690575	27.375	36.685833
http://data.geo-kima.org/Place/6074	https://usaybia.net/place/322	GR	https://www.wikidata.org/wiki/Q568212	27.28702778	36.89383333
http://data.geo-kima.org/Place/7947	https://usaybia.net/place/331		https://www.wikidata.org/wiki/Q1016	17	27
http://data.geo-kima.org/Place/4524	https://usaybia.net/place/333	GR			
http://data.geo-kima.org/Place/14197	https://usaybia.net/place/335	ES	https://www.wikidata.org/wiki/Q504598	-4.4860128	37.4091334
http://data.geo-kima.org/Place/646	https://usaybia.net/place/341	ES	https://www.wikidata.org/wiki/Q2807;https://www.geonames.org/3117735	-3.70256	40.4165
http://data.geo-kima.org/Place/1584	https://usaybia.net/place/343		https://www.wikidata.org/wiki/Q27381	9.6817138888889	30.440741666667
http://data.geo-kima.org/Place/12606	https://usaybia.net/place/347	TN	https://www.wikidata.org/wiki/Q466054	11.062222222222	35.504722222222
http://data.geo-kima.org/Place/14481	https://usaybia.net/place/350	TR	https://www.wikidata.org/wiki/Q165995;https://www.geonames.org/304922	38.333694	38.355365
http://data.geo-kima.org/Place/22197	https://usaybia.net/place/358	IR	https://www.geonames.org/41486	49.70968	35.22886
http://data.geo-kima.org/Place/7791	https://usaybia.net/place/363		https://www.wikidata.org/wiki/Q1028	-6	32
http://data.geo-kima.org/Place/7429	https://usaybia.net/place/364	IR	https://www.wikidata.org/wiki/Q121157;https://www.geonames.org/124665	59.604166666667	36.306944444444
http://data.geo-kima.org/Place/20400	https://usaybia.net/place/368	TR	https://www.wikidata.org/wiki/Q720583	41.00138889	38.14222222
http://data.geo-kima.org/Place/647	https://usaybia.net/place/370	SA	https://www.wikidata.org/wiki/Q5806;https://www.geonames.org/104515	39.82563	21.42664
http://data.geo-kima.org/Place/10956	https://usaybia.net/place/371	SA	https://www.wikidata.org/wiki/Q35484;https://www.geonames.org/109223	39.6	24.466666666667
http://data.geo-kima.org/Place/4582	https://usaybia.net/place/373		https://www.wikidata.org/wiki/Q5715	31.25934	29.85412
http://data.geo-kima.org/Place/2934	https://usaybia.net/place/374				
http://data.geo-kima.org/Place/4931	https://usaybia.net/place/375	TM			
http://data.geo-kima.org/Place/5573	https://usaybia.net/place/376				
http://data.geo-kima.org/Place/2879	https://usaybia.net/place/377		https://www.geonames.org/7289453	16.8249	40.38338
http://data.geo-kima.org/Place/17914	https://usaybia.net/place/380				
http://data.geo-kima.org/Place/13923	https://usaybia.net/place/382	TN	https://www.wikidata.org/wiki/Q208715;https://www.geonames.org/2473493	10.82617	35.77799
http://data.geo-kima.org/Place/6985	https://usaybia.net/place/386	IQ	https://www.wikidata.org/wiki/Q83317;https://www.geonames.org/99072	43.116666666667	36.366666666667
http://data.geo-kima.org/Place/21355	https://usaybia.net/place/389	LB			
http://data.geo-kima.org/Place/6299	https://usaybia.net/place/396	ES	https://www.wikidata.org/wiki/Q12225	-1.1302777777778	37.986111111111
http://data.geo-kima.org/Place/8440	https://usaybia.net/place/397	ES	https://www.wikidata.org/wiki/Q47483	-0.27333333333333	39.676388888889
http://data.geo-kima.org/Place/310	https://usaybia.net/place/402	PS	https://www.wikidata.org/wiki/Q214178;https://www.geonames.org/282615	35.266111111	32.216111111
http://data.geo-kima.org/Place/13217	https://usaybia.net/place/403	IQ	https://www.wikidata.org/wiki/Q168193;https://www.geonames.org/98860	44.339621	32.028951
http://data.geo-kima.org/Place/2946	https://usaybia.net/place/404	SA	https://www.wikidata.org/wiki/Q208154;https://www.geonames.org/103644	43.588054	24.291334
http://data.geo-kima.org/Place/673	https://usaybia.net/place/413	IT	https://www.wikidata.org/wiki/Q2634;https://www.geonames.org/3172394	14.26811	40.85216
http://data.geo-kima.org/Place/18139	https://usaybia.net/place/415	TR	https://www.wikidata.org/wiki/Q1012831;https://www.geonames.org/303798	37.798523	37.0104
http://data.geo-kima.org/Place/15306	https://usaybia.net/place/418	DZ	https://www.wikidata.org/wiki/Q2670516;https://www.geonames.org/2486284	-1.747534	35.013057
http://data.geo-kima.org/Place/2804	https://usaybia.net/place/423		https://www.wikidata.org/wiki/Q5680	43.15	36.366667
http://data.geo-kima.org/Place/11790	https://usaybia.net/place/425	IR	https://www.wikidata.org/wiki/Q131350;https://www.geonames.org/122285	58.804166666667	36.206666666667
http://data.geo-kima.org/Place/5235	https://usaybia.net/place/428		https://www.wikidata.org/wiki/Q1141669;https://www.geonames.org/734996	23.354527777778	40.29275
http://data.geo-kima.org/Place/13540	https://usaybia.net/place/429	ES	https://www.wikidata.org/wiki/Q586018	-5.1030555555556	37.237222222222
http://data.geo-kima.org/Place/1885	https://usaybia.net/place/430				
http://data.geo-kima.org/Place/7745	https://usaybia.net/place/431	IT	https://www.wikidata.org/wiki/Q2656	13.361262	38.115658
http://data.geo-kima.org/Place/2501	https://usaybia.net/place/432	IL			
http://data.geo-kima.org/Place/12562	https://usaybia.net/place/433	SY	https://www.wikidata.org/wiki/Q5747	38.269791	34.550381
http://data.geo-kima.org/Place/2127	https://usaybia.net/place/435	GR			
http://data.geo-kima.org/Place/1515	https://usaybia.net/place/436		https://www.wikidata.org/wiki/Q1145715	32.6	31.05
http://data.geo-kima.org/Place/23286	https://usaybia.net/place/438				
http://data.geo-kima.org/Place/7639	https://usaybia.net/place/439		https://www.wikidata.org/wiki/Q794	53	32
http://data.geo-kima.org/Place/2137	https://usaybia.net/place/440		https://www.wikidata.org/wiki/Q5788	35.440277777778	30.328888888889
http://data.geo-kima.org/Place/16970	https://usaybia.net/place/442				
http://data.geo-kima.org/Place/2236	https://usaybia.net/place/443		https://www.wikidata.org/wiki/Q621672	37.83	40.68
http://data.geo-kima.org/Place/1030	https://usaybia.net/place/446		https://www.geonames.org/8133744	22.49193	38.48132
http://data.geo-kima.org/Place/1723	https://usaybia.net/place/462	IR	https://www.wikidata.org/wiki/ Q181578;https://www.geonames.org/119505	50.0041	36.26877
http://data.geo-kima.org/Place/12328	https://usaybia.net/place/467	EG	https://www.wikidata.org/wiki/Q3620691;https://www.geonames.org/350422	32.76666667	25.93333333
http://data.geo-kima.org/Place/20273	https://usaybia.net/place/475	SY	https://www.wikidata.org/wiki/Q283368;https://www.geonames.org/172955	39.016666666667	35.95
http://data.geo-kima.org/Place/19286	https://usaybia.net/place/477	IR	https://www.wikidata.org/wiki/Q636188	51.448888888889	35.593055555556
http://data.geo-kima.org/Place/2044	https://usaybia.net/place/479	GR	https://www.wikidata.org/wiki/Q43048;https://www.geonames.org/400665	28	36.166666666667
http://data.geo-kima.org/Place/14268	https://usaybia.net/place/493	GR	https://www.geonames.org/254112	26.75	37.75
http://data.geo-kima.org/Place/8490	https://usaybia.net/place/496	YE	https://www.wikidata.org/wiki/Q2471	44.2	15.35
http://data.geo-kima.org/Place/7679	https://usaybia.net/place/507	ES	https://www.geonames.org/2510911	-5.97317	37.38283
http://data.geo-kima.org/Place/8061	https://usaybia.net/place/513	IR	https://www.wikidata.org/wiki/Q6397066;https://www.geonames.org/115019	52.5425	29.61
http://data.geo-kima.org/Place/6284	https://usaybia.net/place/516	IT	https://www.geonames.org/2523118	13.93457	37.62304
http://data.geo-kima.org/Place/20384	https://usaybia.net/place/519	TR	https://www.geonames.org/300822	41.94134	37.9293
http://data.geo-kima.org/Place/8048	https://usaybia.net/place/531		https://www.wikidata.org/wiki/Q858	38.583333	35.216667
http://data.geo-kima.org/Place/9393	https://usaybia.net/place/532	IT	https://www.wikidata.org/wiki/Q13670;https://www.geonames.org/5140405	15.2875	37.069166666667
http://data.geo-kima.org/Place/22763	https://usaybia.net/place/535				
http://data.geo-kima.org/Place/7437	https://usaybia.net/place/536	IR	https://www.wikidata.org/wiki/Q80053;https://www.geonames.org/113646	46.283333333333	38.083333333333
http://data.geo-kima.org/Place/15868	https://usaybia.net/place/537	MA	https://www.wikidata.org/wiki/Q1819589	-4.006667	34.223889
http://data.geo-kima.org/Place/13490	https://usaybia.net/place/540	ES	https://www.geonames.org/2510693	-4.83076	39.96348
http://data.geo-kima.org/Place/761	https://usaybia.net/place/542	MA	https://www.wikidata.org/wiki/Q126148;https://www.geonames.org/2530335	-5.8125	35.784722222
http://data.geo-kima.org/Place/8636	https://usaybia.net/place/543	IT	https://www.wikidata.org/wiki/Q199952	15.3	37.85
http://data.geo-kima.org/Place/8176	https://usaybia.net/place/544	IT	https://www.wikidata.org/wiki/Q13498	17.240833333333	40.418055555556
http://data.geo-kima.org/Place/9757	https://usaybia.net/place/545	TR	https://www.wikidata.org/wiki/Q134287;https://www.geonames.org/299817	34.9	36.916666666667
http://data.geo-kima.org/Place/808	https://usaybia.net/place/547	IR	https://www.wikidata.org/wiki/Q3616;https://www.geonames.org/112931	51.416666666	35.7
http://data.geo-kima.org/Place/14271	https://usaybia.net/place/552	GR	https://www.wikidata.org/wiki/Q557754;https://www.geonames.org/734093	24.709444444444	40.778055555556
http://data.geo-kima.org/Place/9499	https://usaybia.net/place/553		https://www.wikidata.org/wiki/Q6924111	161.11666667	-77.5
http://data.geo-kima.org/Place/2274	https://usaybia.net/place/556				
http://data.geo-kima.org/Place/5212	https://usaybia.net/place/557		https://www.geonames.org/5446626	-100.91099	38.16336
http://data.geo-kima.org/Place/278	https://usaybia.net/place/560	DZ	https://www.wikidata.org/wiki/Q185134;https://www.geonames.org/2475687	-1.316666666	34.882777777
http://data.geo-kima.org/Place/6263	https://usaybia.net/place/561	ES	https://www.wikidata.org/wiki/Q5836	-4.0333333333333	39.866666666667
http://data.geo-kima.org/Place/3454	https://usaybia.net/place/562				
http://data.geo-kima.org/Place/16501	https://usaybia.net/place/563				
http://data.geo-kima.org/Place/13529	https://usaybia.net/place/564	LB	https://www.wikidata.org/wiki/Q168954	35.833333333333	34.433333333333
http://data.geo-kima.org/Place/11763	https://usaybia.net/place/565	LY	https://www.wikidata.org/wiki/Q3579	13.18746	32.87519
http://data.geo-kima.org/Place/2316	https://usaybia.net/place/566		https://www.wikidata.org/wiki/Q22647	26.238888888889	39.9575
http://data.geo-kima.org/Place/9540	https://usaybia.net/place/567	ES	https://www.wikidata.org/wiki/Q324489;https://www.geonames.org/6356890	-5.8788888888889	39.465277777778
http://data.geo-kima.org/Place/7979	https://usaybia.net/place/569	TN	https://www.wikidata.org/wiki/Q3572;https://www.geonames.org/2464470	10.18	36.800833333333
http://data.geo-kima.org/Place/14095	https://usaybia.net/place/575	LB	https://www.wikidata.org/wiki/Q82070;https://www.geonames.org/267008	35.2	33.266666666667
http://data.geo-kima.org/Place/6428	https://usaybia.net/place/581	ES	https://www.wikidata.org/wiki/Q8818	-0.375	39.466666666667
http://data.geo-kima.org/Place/19241	https://usaybia.net/place/586	SY	https://www.wikidata.org/wiki/Q172251	36.657222222222	33.967222222222
http://data.geo-kima.org/Place/11566	https://usaybia.net/place/592	YE	https://www.wikidata.org/wiki/Q138986;https://www.geonames.org/69500	43.316666666667	14.2
