URI	Related URI	According to	Description
https://usaybia.net/person/1337	https://ar.wikipedia.org/wiki/%D8%AC%D8%A8%D8%B1%D9%8A%D9%84_%D8%A8%D9%86_%D8%A8%D8%AE%D8%AA%D9%8A%D8%B4%D9%88%D8%B9	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1337	http://www.iranicaonline.org/articles/ebn-boktisu	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1337	http://syriaca.org/person/492	https://usaybia.net	is probably the same as
https://usaybia.net/person/1338	https://onomasticon.irht.cnrs.fr/en/entry/id/4111	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1350	https://onomasticon.irht.cnrs.fr/en/entry/id/4457	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1350	https://onomasticon.irht.cnrs.fr/en/entry/id/7157	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1350	https://onomasticon.irht.cnrs.fr/en/entry/id/11938	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1350	https://onomasticon.irht.cnrs.fr/en/entry/id/30144	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1350	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%AC%D9%86%D9%8A%D8%AF_%D8%A7%D9%84%D8%A8%D8%BA%D8%AF%D8%A7%D8%AF%D9%8A	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1350	https://viaf.org/viaf/29521788	https://usaybia.net	is probably the same as
https://usaybia.net/person/1353	https://onomasticon.irht.cnrs.fr/en/entry/id/4108	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1353	https://onomasticon.irht.cnrs.fr/en/entry/id/4141	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1353	http://www.iranicaonline.org/articles/ebn-boktisu	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1361	https://ar.wikipedia.org/wiki/%D9%83%D9%85%D8%A7%D9%84_%D8%A7%D9%84%D8%AF%D9%8A%D9%86_%D8%A7%D9%84%D8%AD%D9%85%D8%B5%D9%8A	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1362	https://onomasticon.irht.cnrs.fr/en/entry/id/4262	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1362	https://ar.wikipedia.org/wiki/%D9%83%D9%85%D8%A7%D9%84_%D8%A7%D9%84%D8%AF%D9%8A%D9%86_%D8%A8%D9%86_%D9%8A%D9%88%D9%86%D8%B3	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1362	https://viaf.org/viaf/233532801	https://usaybia.net	is probably the same as
https://usaybia.net/person/1376	https://onomasticon.irht.cnrs.fr/en/entry/id/40469	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1376	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%B2%D9%87%D8%B1%D8%A7%D9%88%D9%8A	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1376	https://viaf.org/viaf/56636061	https://usaybia.net	is probably the same as
https://usaybia.net/person/1376	https://dx.doi.org/10.1163/1573-3912_islam_SIM_8089	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/139	https://onomasticon.irht.cnrs.fr/en/entry/id/4245	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/139	https://onomasticon.irht.cnrs.fr/en/entry/id/29297	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/139	https://ar.wikipedia.org/wiki/%D8%A7%D8%A8%D9%86_%D9%85%D9%84%D9%83%D8%A7_%D8%A7%D9%84%D8%A8%D8%BA%D8%AF%D8%A7%D8%AF%D9%8A	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/139	https://viaf.org/viaf/90053757	https://usaybia.net	is probably the same as
https://usaybia.net/person/139	https://dx.doi.org/10.1163/1573-3912_islam_SIM_0167	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/139	http://www.iranicaonline.org/articles/abul-barakat-al-bagdadi-awhad-al-zaman-hebatallah-b	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/139	https://dx.doi.org/10.1163/1875-9831_isla_COM_0050	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1390	https://onomasticon.irht.cnrs.fr/en/entry/id/4113	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1395	https://onomasticon.irht.cnrs.fr/en/entry/id/4157	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1401	https://onomasticon.irht.cnrs.fr/en/entry/id/20403	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1401	https://onomasticon.irht.cnrs.fr/en/entry/id/32403	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1401	https://onomasticon.irht.cnrs.fr/en/entry/id/250209	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1401	https://viaf.org/viaf/81074277	https://usaybia.net	is probably the same as
https://usaybia.net/person/1401	https://dx.doi.org/10.1163/1573-3912_ei3_COM_24187	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1401	https://dx.doi.org/10.1163/1875-9831_isla_COM_0181	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1408	https://onomasticon.irht.cnrs.fr/en/entry/id/4182	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1408	https://onomasticon.irht.cnrs.fr/en/entry/id/4162	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1408	https://onomasticon.irht.cnrs.fr/en/entry/id/50157	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1408	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%83%D9%86%D8%AF%D9%8A	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1408	https://viaf.org/viaf/191558085	https://usaybia.net	is probably the same as
https://usaybia.net/person/1408	https://dx.doi.org/10.1163/1573-3912_islam_SIM_4380	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1408	https://dx.doi.org/10.1163/1875-9831_isla_DUM_0028	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1408	https://plato.stanford.edu/entries/al-kindi/	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1409	https://onomasticon.irht.cnrs.fr/en/entry/id/14619	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1409	https://ar.wikipedia.org/wiki/%D8%AA%D8%A7%D8%AC_%D8%A7%D9%84%D8%AF%D9%8A%D9%86_%D8%A7%D9%84%D9%83%D9%86%D8%AF%D9%8A	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1410	https://onomasticon.irht.cnrs.fr/en/entry/id/50044	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1410	https://ar.wikipedia.org/wiki/%D8%A3%D8%A8%D9%88_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D9%83%D8%B1%D9%85%D8%A7%D9%86%D9%8A	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1445	https://ar.wikipedia.org/wiki/%D9%82%D9%8A%D8%B5%D8%B1_%D8%AA%D8%B9%D8%A7%D8%B3%D9%8A%D9%81	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1445	https://viaf.org/viaf/90082864	https://usaybia.net	is probably the same as
https://usaybia.net/person/1446	https://onomasticon.irht.cnrs.fr/en/entry/id/50098	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1446	https://ar.wikipedia.org/wiki/%D9%85%D8%B3%D9%84%D9%85%D8%A9_%D8%A7%D9%84%D9%85%D8%AC%D8%B1%D9%8A%D8%B7%D9%8A	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1446	https://viaf.org/viaf/100277971	https://usaybia.net	is probably the same as
https://usaybia.net/person/145	https://onomasticon.irht.cnrs.fr/en/entry/id/4202	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/145	https://onomasticon.irht.cnrs.fr/en/entry/id/50099	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/145	https://ar.wikipedia.org/wiki/%D9%85%D8%AA%D9%89_%D8%A8%D9%86_%D9%8A%D9%88%D9%86%D8%B3	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/145	https://viaf.org/viaf/34712415	https://usaybia.net	is probably the same as
https://usaybia.net/person/145	https://viaf.org/viaf/2664151247985844270007	https://usaybia.net	is probably the same as
https://usaybia.net/person/145	https://dx.doi.org/10.1163/1573-3912_islam_SIM_5044	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/145	http://syriaca.org/person/1003	https://usaybia.net	is probably the same as
https://usaybia.net/person/1453	https://onomasticon.irht.cnrs.fr/en/entry/id/30082	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1453	https://onomasticon.irht.cnrs.fr/en/entry/id/30715	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1453	https://en.wikipedia.org/wiki/Nur_ad-Din_(died_1174)	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1453	https://viaf.org/viaf/90039925	https://usaybia.net	is probably the same as
https://usaybia.net/person/1453	https://dx.doi.org/10.1163/1573-3912_islam_SIM_5988	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1459	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%A3%D8%B4%D8%B1%D9%81_%D9%85%D9%88%D8%B3%D9%89	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1460	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%A3%D8%B4%D8%B1%D9%81_%D9%85%D9%88%D8%B3%D9%89	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1464	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%B9%D8%B2%D9%8A%D8%B2_%D8%B9%D9%85%D8%A7%D8%AF_%D8%A7%D9%84%D8%AF%D9%8A%D9%86_%D8%B9%D8%AB%D9%85%D8%A7%D9%86	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1470	https://ar.wikipedia.org/wiki/%D9%8A%D9%88%D9%86%D8%B3_%D8%A7%D8%A8%D9%86_%D9%85%D9%88%D8%AF%D9%88%D8%AF	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1472	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%83%D8%A7%D9%85%D9%84_%D9%86%D8%A7%D8%B5%D8%B1_%D8%A7%D9%84%D8%AF%D9%8A%D9%86_%D9%85%D8%AD%D9%85%D8%AF	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1472	https://viaf.org/viaf/50020150	https://usaybia.net	is probably the same as
https://usaybia.net/person/1472	https://dx.doi.org/10.1163/1573-3912_islam_COM_0432	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1479	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D8%B9%D8%B8%D9%85_%D8%B9%D9%8A%D8%B3%D9%89_%D8%A8%D9%86_%D8%A7%D9%84%D8%B9%D8%A7%D8%AF%D9%84	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1479	https://viaf.org/viaf/1634149844942602960006	https://usaybia.net	is probably the same as
https://usaybia.net/person/1487	https://onomasticon.irht.cnrs.fr/en/entry/id/9176	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1487	https://ar.wikipedia.org/wiki/%D8%B5%D9%84%D8%A7%D8%AD_%D8%A7%D9%84%D8%AF%D9%8A%D9%86_%D8%A7%D9%84%D8%A3%D9%8A%D9%88%D8%A8%D9%8A	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1487	https://viaf.org/viaf/90040943	https://usaybia.net	is probably the same as
https://usaybia.net/person/1487	https://dx.doi.org/10.1163/2214-871X_ei1_SIM_5097	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1488	https://onomasticon.irht.cnrs.fr/en/entry/id/250497	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1493	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%B5%D8%A7%D9%84%D8%AD_%D8%A3%D9%8A%D9%88%D8%A8	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1493	https://viaf.org/viaf/90077604	https://usaybia.net	is probably the same as
https://usaybia.net/person/1493	https://dx.doi.org/10.1163/1573-3912_islam_SIM_6543	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1494	https://ar.wikipedia.org/wiki/%D8%A3%D8%A8%D9%88_%D8%A7%D9%84%D9%81%D8%AF%D8%A7%D8%A1	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1494	https://viaf.org/viaf/49358074	https://usaybia.net	is probably the same as
https://usaybia.net/person/1494	https://dx.doi.org/10.1163/1573-3912_islam_SIM_0182	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1495	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%B8%D8%A7%D9%87%D8%B1_%D8%BA%D8%A7%D8%B2%D9%8A	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1495	https://dx.doi.org/10.1163/1573-3912_islam_SIM_8081	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1504	https://onomasticon.irht.cnrs.fr/en/entry/id/4166	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1514	https://onomasticon.irht.cnrs.fr/en/entry/id/4254	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1514	https://ar.wikipedia.org/wiki/%D9%81%D8%AE%D8%B1_%D8%A7%D9%84%D8%AF%D9%8A%D9%86_%D8%A7%D9%84%D9%85%D8%A7%D8%B1%D8%AF%D9%8A%D9%86%D9%8A	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1522	https://onomasticon.irht.cnrs.fr/en/entry/id/50095	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1522	https://ar.wikipedia.org/wiki/%D9%85%D8%B1%D9%88%D8%A7%D9%86_%D8%A8%D9%86_%D8%AC%D9%86%D8%A7%D8%AD	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1522	https://viaf.org/viaf/305114808	https://usaybia.net	is probably the same as
https://usaybia.net/person/1529	https://onomasticon.irht.cnrs.fr/en/entry/id/50096	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1529	https://onomasticon.irht.cnrs.fr/en/entry/id/4143	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1529	https://ar.wikipedia.org/wiki/%D9%85%D8%A7%D8%B3%D8%B1%D8%AC%D9%88%D9%8A%D9%87	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1529	https://dx.doi.org/10.1163/1573-3912_islam_SIM_4996	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1531	https://onomasticon.irht.cnrs.fr/en/entry/id/4129	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1567	https://onomasticon.irht.cnrs.fr/en/entry/id/4130	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/157	https://onomasticon.irht.cnrs.fr/en/entry/id/50071	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1571	https://onomasticon.irht.cnrs.fr/en/entry/id/4225	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1571	https://onomasticon.irht.cnrs.fr/en/entry/id/44085	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1571	https://ar.wikipedia.org/wiki/%D9%85%D8%B3%D9%83%D9%88%D9%8A%D9%87	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1571	https://viaf.org/viaf/292520979	https://usaybia.net	is probably the same as
https://usaybia.net/person/1571	https://dx.doi.org/10.1163/1573-3912_islam_SIM_5235	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1571	http://www.iranicaonline.org/articles/meskavayh-abu-ali-ahmad	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1571	https://dx.doi.org/10.1163/1875-9831_isla_COM_0040	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1586	https://ar.wikipedia.org/wiki/%D9%85%D8%A4%D9%8A%D8%AF_%D8%A7%D9%84%D8%AF%D9%8A%D9%86_%D8%A7%D9%84%D8%B9%D8%B1%D8%B6%D9%8A	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1586	https://viaf.org/viaf/10257772	https://usaybia.net	is probably the same as
https://usaybia.net/person/1589	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D8%A8%D8%B4%D8%B1_%D8%A8%D9%86_%D9%81%D8%A7%D8%AA%D9%83	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1589	https://viaf.org/viaf/90062054	https://usaybia.net	is probably the same as
https://usaybia.net/person/1589	https://dx.doi.org/10.1163/1573-3912_islam_SIM_5295	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1594	https://onomasticon.irht.cnrs.fr/en/entry/id/20271	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1594	https://onomasticon.irht.cnrs.fr/en/entry/id/32271	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1594	https://en.wikipedia.org/wiki/Al-Dakhwar	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1594	https://viaf.org/viaf/90045976	https://usaybia.net	is probably the same as
https://usaybia.net/person/1594	https://dx.doi.org/10.1163/1573-3912_ei3_COM_32131	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1599	https://ar.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1599	https://viaf.org/viaf/97245226	https://usaybia.net	is probably the same as
https://usaybia.net/person/1599	https://dx.doi.org/10.1163/1573-3912_islam_COM_0780	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/160	https://onomasticon.irht.cnrs.fr/en/entry/id/4226	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/160	https://ar.wikipedia.org/wiki/%D8%A7%D8%A8%D9%86_%D8%A3%D8%A8%D9%8A_%D8%A7%D9%84%D8%A3%D8%B4%D8%B9%D8%AB	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/160	https://viaf.org/viaf/90078938	https://usaybia.net	is probably the same as
https://usaybia.net/person/160	https://dx.doi.org/10.1163/1573-3912_ei3_COM_30655	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1607	https://ar.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%A8%D9%86_%D8%B9%D8%A8%D8%AF%D9%88%D9%86_%D8%A7%D9%84%D8%AC%D8%A8%D9%84%D9%8A	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1607	https://dx.doi.org/10.1163/1573-3912_ei3_COM_32116	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1614	https://ar.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%A7%D9%84%D8%A8%D8%A7%D9%82%D8%B1	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1614	https://viaf.org/viaf/69206913	https://usaybia.net	is probably the same as
https://usaybia.net/person/1614	https://dx.doi.org/10.1163/1573-3912_islam_SIM_3423	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1627	https://onomasticon.irht.cnrs.fr/en/entry/id/4172	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1636	https://onomasticon.irht.cnrs.fr/en/entry/id/50120	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1636	https://onomasticon.irht.cnrs.fr/en/entry/id/42333	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1638	https://onomasticon.irht.cnrs.fr/en/entry/id/4227	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/164	https://onomasticon.irht.cnrs.fr/en/entry/id/4216	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1647	https://onomasticon.irht.cnrs.fr/en/entry/id/14438	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1665	https://onomasticon.irht.cnrs.fr/en/entry/id/4235	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1675	https://onomasticon.irht.cnrs.fr/en/entry/id/4124	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1676	https://ar.wikipedia.org/wiki/%D9%85%D9%88%D8%B3%D9%89_%D8%A7%D9%84%D9%83%D8%A7%D8%B8%D9%85	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1676	https://viaf.org/viaf/62993534	https://usaybia.net	is probably the same as
https://usaybia.net/person/1677	https://onomasticon.irht.cnrs.fr/en/entry/id/50124	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1678	https://ar.wikipedia.org/wiki/%D9%85%D9%88%D8%B3%D9%89_%D8%A8%D9%86_%D9%85%D9%8A%D9%85%D9%88%D9%86	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1678	https://viaf.org/viaf/100185495	https://usaybia.net	is probably the same as
https://usaybia.net/person/1678	https://dx.doi.org/10.1163/1573-3912_islam_SIM_3293	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1678	https://plato.stanford.edu/entries/maimonides/	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/168	https://onomasticon.irht.cnrs.fr/en/entry/id/4257	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1680	https://onomasticon.irht.cnrs.fr/en/entry/id/4205	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1709	https://viaf.org/viaf/32302701	https://usaybia.net	is probably the same as
https://usaybia.net/person/1716	https://viaf.org/viaf/88345355	https://usaybia.net	is probably the same as
https://usaybia.net/person/1722	https://onomasticon.irht.cnrs.fr/en/entry/id/4102	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1722	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%86%D8%B6%D8%B1_%D8%A8%D9%86_%D8%A7%D9%84%D8%AD%D8%A7%D8%B1%D8%AB	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1734	https://ar.wikipedia.org/wiki/%D8%A7%D8%A8%D9%86_%D8%A7%D9%84%D9%84%D8%A8%D9%88%D8%AF%D9%8A	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1734	https://viaf.org/viaf/90055571	https://usaybia.net	is probably the same as
https://usaybia.net/person/1735	https://viaf.org/viaf/90084451	https://usaybia.net	is probably the same as
https://usaybia.net/person/1758	https://ar.wikipedia.org/wiki/%D9%86%D8%B3%D8%B7%D8%A7%D8%B3_%D8%A8%D9%86_%D8%AC%D8%B1%D9%8A%D8%AC	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1761	https://ar.wikipedia.org/wiki/%D9%86%D8%B8%D9%8A%D9%81_%D8%A8%D9%86_%D9%8A%D9%85%D9%86	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1775	https://onomasticon.irht.cnrs.fr/en/entry/id/4236	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1810	https://onomasticon.irht.cnrs.fr/en/entry/id/4151	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1810	http://syriaca.org/person/996	https://usaybia.net	is probably the same as
https://usaybia.net/person/188	https://ar.wikipedia.org/wiki/%D8%A3%D8%A8%D9%88_%D8%AD%D9%86%D9%8A%D9%81%D8%A9_%D8%A7%D9%84%D8%AF%D9%8A%D9%86%D9%88%D8%B1%D9%8A	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/188	https://viaf.org/viaf/90061323	https://usaybia.net	is probably the same as
https://usaybia.net/person/1883	https://onomasticon.irht.cnrs.fr/en/entry/id/4272	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1883	https://ar.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D8%A8%D9%86_%D9%86%D9%88%D8%AD_%D8%A7%D9%84%D9%82%D9%85%D8%B1%D9%8A	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1883	https://viaf.org/viaf/90058060	https://usaybia.net	is probably the same as
https://usaybia.net/person/1885	https://onomasticon.irht.cnrs.fr/en/entry/id/50129	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1885	https://ar.wikipedia.org/wiki/%D9%82%D8%B3%D8%B7%D8%A7_%D8%A8%D9%86_%D9%84%D9%88%D9%82%D8%A7	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1885	https://viaf.org/viaf/36906875	https://usaybia.net	is probably the same as
https://usaybia.net/person/1885	https://dx.doi.org/10.1163/1573-3912_islam_SIM_4567	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1889	https://onomasticon.irht.cnrs.fr/en/entry/id/4169	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1890	https://onomasticon.irht.cnrs.fr/en/entry/id/4265	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1899	https://onomasticon.irht.cnrs.fr/en/entry/id/250148	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1904	https://ar.wikipedia.org/wiki/%D8%B4%D8%B1%D9%81_%D8%A7%D9%84%D8%AF%D9%8A%D9%86_%D8%A8%D9%86_%D8%A7%D9%84%D8%B1%D8%AD%D8%A8%D9%8A	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1904	https://viaf.org/viaf/90080439	https://usaybia.net	is probably the same as
https://usaybia.net/person/1908	https://ar.wikipedia.org/wiki/%D8%B9%D9%8A%D8%B3%D9%89_%D8%A7%D9%84%D8%B1%D9%82%D9%8A	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/191	https://onomasticon.irht.cnrs.fr/en/entry/id/50013	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1910	https://ar.wikipedia.org/wiki/%D8%B1%D8%B4%D9%8A%D8%AF_%D8%A7%D9%84%D8%AF%D9%8A%D9%86_%D8%B9%D9%84%D9%8A_%D8%A8%D9%86_%D8%AE%D9%84%D9%8A%D9%81%D8%A9	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1914	https://ar.wikipedia.org/wiki/%D8%A7%D8%A8%D9%86_%D8%A7%D9%84%D8%B5%D9%88%D8%B1%D9%8A	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1914	https://viaf.org/viaf/90075446	https://usaybia.net	is probably the same as
https://usaybia.net/person/1919	https://onomasticon.irht.cnrs.fr/en/entry/id/4267	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1919	https://onomasticon.irht.cnrs.fr/en/entry/id/12062	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1919	https://ar.wikipedia.org/wiki/%D8%A3%D8%A8%D9%88_%D8%A8%D9%83%D8%B1_%D8%A7%D9%84%D8%B1%D8%A7%D8%B2%D9%8A	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1919	https://viaf.org/viaf/95154093	https://usaybia.net	is probably the same as
https://usaybia.net/person/1919	https://dx.doi.org/10.1163/1573-3912_islam_SIM_6267	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/192	https://onomasticon.irht.cnrs.fr/en/entry/id/4268	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/192	https://ar.wikipedia.org/wiki/%D8%A3%D8%A8%D9%88_%D8%A7%D9%84%D8%AD%D8%B3%D9%86_%D8%A7%D9%84%D8%B7%D8%A8%D8%B1%D9%8A	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/192	https://viaf.org/viaf/2857341	https://usaybia.net	is probably the same as
https://usaybia.net/person/192	https://dx.doi.org/10.1163/1875-9831_isla_COM_0078	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1932	https://onomasticon.irht.cnrs.fr/en/entry/id/4171	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1932	https://viaf.org/viaf/46045337	https://usaybia.net	is probably the same as
https://usaybia.net/person/1934	https://onomasticon.irht.cnrs.fr/en/entry/id/4122	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1934	https://ar.wikipedia.org/wiki/%D8%B3%D8%A7%D8%A8%D9%88%D8%B1_%D8%A8%D9%86_%D8%B3%D9%87%D9%84	https://usaybia.net	is the primary entity described by
https://usaybia.net/person/1934	"https://viaf.org/viaf/98173192/#Sābūr_ibn_Sahl,_-869"	https://usaybia.net	is probably the same as
